nr;# t;Date;Time;No.;ML;Temp.;PAR;F;Fm;Y(II);ETR
404;3831541147;30.05.2021;12:59:07;Spi_C_3;4;0;0;0.271;0.773;0.649;
406;3831541161;30.05.2021;12:59:21;Spi_D_3;4;0;0;0.225;0.362;0.378;
407;3831541166;30.05.2021;12:59:26;Spi_D_3;4;0;0;0.235;0.578;0.593;
408;3831541175;30.05.2021;12:59:35;Spi_D_3;4;0;0;0.267;0.66;0.595;
410;3831541190;30.05.2021;12:59:50;Spi_E_3;4;0;0;0.271;0.668;0.594;
411;3831541194;30.05.2021;12:59:54;Spi_E_3;4;0;0;0.268;0.674;0.602;
412;3831541200;30.05.2021;13:00:00;Spi_E_3;4;0;0;0.303;0.636;0.524;
414;3831541213;30.05.2021;13:00:13;Spi_F_3;4;0;0;0.302;0.773;0.609;
415;3831541219;30.05.2021;13:00:19;Spi_F_3;4;0;0;0.32;0.737;0.566;
416;3831541225;30.05.2021;13:00:25;Spi_F_3;4;0;0;0.3;0.753;0.602;
418;3831541249;30.05.2021;13:00:49;Pve_A_3;4;0;0;0.299;0.839;0.644;
419;3831541254;30.05.2021;13:00:54;Pve_A_3;4;0;0;0.344;0.929;0.63;
420;3831541259;30.05.2021;13:00:59;Pve_A_3;4;0;0;0.335;0.996;0.664;
422;3831541270;30.05.2021;13:01:10;Pve_B_3;4;0;0;0.299;0.881;0.661;
423;3831541276;30.05.2021;13:01:16;Pve_B_3;4;0;0;0.177;0.488;0.637;
424;3831541288;30.05.2021;13:01:28;Pve_B_3;4;0;0;0.323;0.978;0.67;
426;3831541303;30.05.2021;13:01:43;Pve_C_3;4;0;0;0.242;0.714;0.661;
427;3831541307;30.05.2021;13:01:47;Pve_C_3;4;0;0;0.214;0.588;0.636;
428;3831541312;30.05.2021;13:01:52;Pve_C_3;4;0;0;0.26;0.726;0.642;
430;3831541322;30.05.2021;13:02:02;Pve_D_3;4;0;0;0.296;0.762;0.612;
431;3831541333;30.05.2021;13:02:13;Pve_D_3;4;0;0;0.194;0.428;0.547;
432;3831541339;30.05.2021;13:02:19;Pve_D_3;4;0;0;0.261;0.667;0.609;
434;3831541355;30.05.2021;13:02:35;Pve_E_3;4;0;0;0.392;0.966;0.594;
435;3831541361;30.05.2021;13:02:41;Pve_E_3;4;0;0;0.193;0.418;0.538;
436;3831541367;30.05.2021;13:02:47;Pve_E_3;4;0;0;0.289;0.668;0.567;
438;3831541380;30.05.2021;13:03:00;Pve_F_3;4;0;0;0.192;0.458;0.581;
439;3831541386;30.05.2021;13:03:06;Pve_F_3;4;0;0;0.158;0.385;0.59;
440;3831541394;30.05.2021;13:03:14;Pve_F_3;4;0;0;0.277;0.707;0.608;
443;3831541494;30.05.2021;13:04:54;Spi_A_4;4;0;0;0.224;0.527;0.575;
444;3831541499;30.05.2021;13:04:59;Spi_A_4;4;0;0;0.426;1.115;0.618;
445;3831541504;30.05.2021;13:05:04;Spi_A_4;4;0;0;0.279;0.64;0.564;
447;3831541516;30.05.2021;13:05:16;Spi_B_4;4;0;0;0.195;0.483;0.596;
448;3831541522;30.05.2021;13:05:22;Spi_B_4;4;0;0;0.353;0.851;0.585;
449;3831541530;30.05.2021;13:05:30;Spi_B_4;4;0;0;0.197;0.506;0.611;
451;3831541541;30.05.2021;13:05:41;Spi_C_4;4;0;0;0.256;0.762;0.664;
452;3831541544;30.05.2021;13:05:44;Spi_C_4;4;0;0;0.291;0.824;0.647;
453;3831541549;30.05.2021;13:05:49;Spi_C_4;4;0;0;0.32;0.688;0.535;
455;3831541560;30.05.2021;13:06:00;Spi_D_4;4;0;0;0.234;0.541;0.567;
456;3831541566;30.05.2021;13:06:06;Spi_D_4;4;0;0;0.255;0.579;0.56;
457;3831541570;30.05.2021;13:06:10;Spi_D_4;4;0;0;0.245;0.553;0.557;
459;3831541580;30.05.2021;13:06:20;Spi_E_4;4;0;0;0.269;0.666;0.596;
460;3831541583;30.05.2021;13:06:23;Spi_E_4;4;0;0;0.292;0.701;0.583;
461;3831541589;30.05.2021;13:06:29;Spi_E_4;4;0;0;0.303;0.754;0.598;
463;3831541604;30.05.2021;13:06:44;Spi_F_4;4;0;0;0.225;0.628;0.642;
464;3831541608;30.05.2021;13:06:48;Spi_F_4;4;0;0;0.285;0.749;0.619;
465;3831541620;30.05.2021;13:07:00;Spi_F_4;4;0;0;0.413;0.988;0.582;
467;3831541647;30.05.2021;13:07:27;Pve_A_4;4;0;0;0.303;0.875;0.654;
468;3831541651;30.05.2021;13:07:31;Pve_A_4;4;0;0;0.269;0.737;0.635;
469;3831541657;30.05.2021;13:07:37;Pve_A_4;4;0;0;0.406;1.12;0.637;
471;3831541666;30.05.2021;13:07:46;Pve_B_4;4;0;0;0.272;0.799;0.66;
472;3831541672;30.05.2021;13:07:52;Pve_B_4;4;0;0;0.196;0.551;0.644;
473;3831541679;30.05.2021;13:07:59;Pve_B_4;4;0;0;0.377;1.123;0.664;
475;3831541687;30.05.2021;13:08:07;Pve_C_4;4;0;0;0.231;0.667;0.654;
476;3831541697;30.05.2021;13:08:17;Pve_C_4;4;0;0;0.323;0.908;0.644;
477;3831541705;30.05.2021;13:08:25;Pve_C_4;4;0;0;0.3;0.896;0.665;
479;3831541719;30.05.2021;13:08:39;Pve_D_4;4;0;0;0.284;0.692;0.59;
480;3831541732;30.05.2021;13:08:52;Pve_D_4;4;0;0;0.324;0.825;0.607;
481;3831541740;30.05.2021;13:09:00;Pve_D_4;4;0;0;0.26;0.617;0.579;
483;3831541750;30.05.2021;13:09:10;Pve_E_4;4;0;0;0.33;0.907;0.636;
484;3831541756;30.05.2021;13:09:16;Pve_E_4;4;0;0;0.249;0.646;0.615;
485;3831541767;30.05.2021;13:09:27;Pve_E_4;4;0;0;0.273;0.629;0.566;
487;3831541778;30.05.2021;13:09:38;Pve_F_4;4;0;0;0.234;0.573;0.592;
488;3831541784;30.05.2021;13:09:44;Pve_F_4;4;0;0;0.219;0.513;0.573;
489;3831541791;30.05.2021;13:09:51;Pve_F_4;4;0;0;0.301;0.727;0.586;
492;3831541854;30.05.2021;13:10:54;Spi_A_5;4;0;0;0.257;0.648;0.603;
493;3831541858;30.05.2021;13:10:58;Spi_A_5;4;0;0;0.223;0.493;0.548;
494;3831541864;30.05.2021;13:11:04;Spi_A_5;4;0;0;0.368;0.915;0.598;
496;3831541873;30.05.2021;13:11:13;Spi_B_5;4;0;0;0.266;0.643;0.586;
497;3831541880;30.05.2021;13:11:20;Spi_B_5;4;0;0;0.303;0.81;0.626;
498;3831541886;30.05.2021;13:11:26;Spi_B_5;4;0;0;0.304;0.626;0.514;
500;3831541897;30.05.2021;13:11:37;Spi_C_5;4;0;0;0.358;0.819;0.563;
501;3831541903;30.05.2021;13:11:43;Spi_C_5;4;0;0;0.322;0.933;0.655;
502;3831541907;30.05.2021;13:11:47;Spi_C_5;4;0;0;0.214;0.607;0.647;
504;3831541916;30.05.2021;13:11:56;Spi_D_5;4;0;0;0.208;0.436;0.523;
505;3831541920;30.05.2021;13:12:00;Spi_D_5;4;0;0;0.29;0.681;0.574;
506;3831541925;30.05.2021;13:12:05;Spi_D_5;4;0;0;0.215;0.542;0.603;
508;3831541947;30.05.2021;13:12:27;Spi_E_5;4;0;0;0.342;0.761;0.551;
509;3831541952;30.05.2021;13:12:32;Spi_E_5;4;0;0;0.309;0.765;0.596;
510;3831541956;30.05.2021;13:12:36;Spi_E_5;4;0;0;0.348;0.897;0.612;
512;3831541977;30.05.2021;13:12:57;Spi_F_5;4;0;0;0.251;0.634;0.604;
513;3831541984;30.05.2021;13:13:04;Spi_F_5;4;0;0;0.323;0.82;0.606;
514;3831541991;30.05.2021;13:13:11;Spi_F_5;4;0;0;0.338;0.829;0.592;
516;3831542031;30.05.2021;13:13:51;Pve_A_5;4;0;0;0.286;0.82;0.651;
517;3831542036;30.05.2021;13:13:56;Pve_A_5;4;0;0;0.235;0.685;0.657;
518;3831542062;30.05.2021;13:14:22;Pve_A_5;4;0;0;0.349;1.012;0.655;
520;3831542100;30.05.2021;13:15:00;Pve_B_5;4;0;0;0.215;0.516;0.583;
521;3831542106;30.05.2021;13:15:06;Pve_B_5;4;0;0;0.292;0.867;0.663;
522;3831542111;30.05.2021;13:15:11;Pve_B_5;4;0;0;0.261;0.705;0.63;
524;3831542125;30.05.2021;13:15:25;Pve_C_5;4;0;0;0.254;0.536;0.526;
525;3831542130;30.05.2021;13:15:30;Pve_C_5;4;0;0;0.274;0.722;0.62;
526;3831542136;30.05.2021;13:15:36;Pve_C_5;4;0;0;0.265;0.739;0.641;
528;3831542151;30.05.2021;13:15:51;Pve_D_5;4;0;0;0.352;0.867;0.594;
529;3831542158;30.05.2021;13:15:58;Pve_D_5;4;0;0;0.219;0.481;0.545;
530;3831542165;30.05.2021;13:16:05;Pve_D_5;4;0;0;0.295;0.746;0.605;
532;3831542184;30.05.2021;13:16:24;Pve_E_5;4;0;0;0.285;0.812;0.649;
533;3831542189;30.05.2021;13:16:29;Pve_E_5;4;0;0;0.318;0.861;0.631;
534;3831542195;30.05.2021;13:16:35;Pve_E_5;4;0;0;0.26;0.718;0.638;
536;3831542218;30.05.2021;13:16:58;Pve_F_5;4;0;0;0.3;0.719;0.583;
537;3831542226;30.05.2021;13:17:06;Pve_F_5;4;0;0;0.173;0.421;0.589;
538;3831542233;30.05.2021;13:17:13;Pve_F_5;4;0;0;0.251;0.594;0.577;
541;3831628139;31.05.2021;13:08:59;Spi_A_6;4;0;0;0.335;0.846;0.604;
542;3831628145;31.05.2021;13:09:05;Spi_A_6;4;0;0;0.369;0.939;0.607;
543;3831628151;31.05.2021;13:09:11;Spi_A_6;4;0;0;0.258;0.572;0.549;
545;3831628170;31.05.2021;13:09:30;Spi_B_6;4;0;0;0.333;0.951;0.65;
546;3831628177;31.05.2021;13:09:37;Spi_B_6;4;0;0;0.324;0.888;0.635;
547;3831628183;31.05.2021;13:09:43;Spi_B_6;4;0;0;0.294;0.519;0.434;
549;3831628194;31.05.2021;13:09:54;Spi_C_6;4;0;0;0.269;0.756;0.644;
550;3831628198;31.05.2021;13:09:58;Spi_C_6;4;0;0;0.337;0.882;0.618;
551;3831628202;31.05.2021;13:10:02;Spi_C_6;4;0;0;0.215;0.515;0.583;
553;3831628220;31.05.2021;13:10:20;Spi_D_6;4;0;0;0.162;0.358;0.547;
554;3831628225;31.05.2021;13:10:25;Spi_D_6;4;0;0;0.17;0.404;0.579;
555;3831628231;31.05.2021;13:10:31;Spi_D_6;4;0;0;0.323;0.779;0.585;
557;3831628240;31.05.2021;13:10:40;Spi_E_6;4;0;0;0.268;0.643;0.583;
558;3831628244;31.05.2021;13:10:44;Spi_E_6;4;0;0;0.316;0.806;0.608;
559;3831628250;31.05.2021;13:10:50;Spi_E_6;4;0;0;0.188;0.376;0.5;
561;3831628262;31.05.2021;13:11:02;Spi_F_6;4;0;0;0.248;0.676;0.633;
562;3831628266;31.05.2021;13:11:06;Spi_F_6;4;0;0;0.337;0.875;0.615;
563;3831628272;31.05.2021;13:11:12;Spi_F_6;4;0;0;0.265;0.711;0.627;
565;3831628288;31.05.2021;13:11:28;Pve_A_6;4;0;0;0.279;0.818;0.659;
566;3831628292;31.05.2021;13:11:32;Pve_A_6;4;0;0;0.235;0.64;0.633;
567;3831628296;31.05.2021;13:11:36;Pve_A_6;4;0;0;0.31;0.871;0.644;
569;3831628305;31.05.2021;13:11:45;Pve_B_6;4;0;0;0.279;0.829;0.663;
570;3831628309;31.05.2021;13:11:49;Pve_B_6;4;0;0;0.298;0.85;0.649;
571;3831628313;31.05.2021;13:11:53;Pve_B_6;4;0;0;0.259;0.536;0.517;
573;3831628324;31.05.2021;13:12:04;Pve_C_6;4;0;0;0.298;0.898;0.668;
574;3831628330;31.05.2021;13:12:10;Pve_C_6;4;0;0;0.275;0.776;0.646;
575;3831628334;31.05.2021;13:12:14;Pve_C_6;4;0;0;0.332;0.944;0.648;
577;3831628345;31.05.2021;13:12:25;Pve_D_6;4;0;0;0.277;0.75;0.631;
578;3831628351;31.05.2021;13:12:31;Pve_D_6;4;0;0;0.217;0.576;0.623;
579;3831628355;31.05.2021;13:12:35;Pve_D_6;4;0;0;0.239;0.554;0.569;
581;3831628371;31.05.2021;13:12:51;Pve_E_6;4;0;0;0.252;0.701;0.641;
582;3831628375;31.05.2021;13:12:55;Pve_E_6;4;0;0;0.308;0.947;0.675;
583;3831628379;31.05.2021;13:12:59;Pve_E_6;4;0;0;0.229;0.688;0.667;
585;3831628389;31.05.2021;13:13:09;Pve_F_6;4;0;0;0.298;0.751;0.603;
586;3831628392;31.05.2021;13:13:12;Pve_F_6;4;0;0;0.295;0.742;0.602;
587;3831628401;31.05.2021;13:13:21;Pve_F_6;4;0;0;0.207;0.538;0.615;
590;3831628523;31.05.2021;13:15:23;Spi_A_7;4;0;0;0.45;1.121;0.599;
591;3831628529;31.05.2021;13:15:29;Spi_A_7;4;0;0;0.249;0.563;0.558;
592;3831628542;31.05.2021;13:15:42;Spi_A_7;4;0;0;0.303;0.73;0.585;
594;3831628556;31.05.2021;13:15:56;Spi_B_7;4;0;0;0.34;0.95;0.642;
595;3831628560;31.05.2021;13:16:00;Spi_B_7;4;0;0;0.322;0.83;0.612;
596;3831628571;31.05.2021;13:16:11;Spi_B_7;4;0;0;0.355;0.843;0.579;
598;3831628581;31.05.2021;13:16:21;Spi_C_7;4;0;0;0.397;0.739;0.463;
599;3831628586;31.05.2021;13:16:26;Spi_C_7;4;0;0;0.465;1.212;0.616;
600;3831628590;31.05.2021;13:16:30;Spi_C_7;4;0;0;0.318;0.813;0.609;
602;3831628602;31.05.2021;13:16:42;Spi_D_7;4;0;0;0.453;0.768;0.41;
603;3831628606;31.05.2021;13:16:46;Spi_D_7;4;0;0;0.333;0.76;0.562;
604;3831628611;31.05.2021;13:16:51;Spi_D_7;4;0;0;0.264;0.506;0.478;
606;3831628623;31.05.2021;13:17:03;Spi_E_7;4;0;0;0.373;0.814;0.542;
607;3831628630;31.05.2021;13:17:10;Spi_E_7;4;0;0;0.353;0.881;0.599;
608;3831628634;31.05.2021;13:17:14;Spi_E_7;4;0;0;0.355;0.92;0.614;
610;3831628643;31.05.2021;13:17:23;Spi_F_7;4;0;0;0.352;0.817;0.569;
611;3831628648;31.05.2021;13:17:28;Spi_F_7;4;0;0;0.329;0.815;0.596;
612;3831628653;31.05.2021;13:17:33;Spi_F_7;4;0;0;0.332;0.866;0.617;
614;3831628678;31.05.2021;13:17:58;Pve_A_7;4;0;0;0.248;0.667;0.628;
615;3831628682;31.05.2021;13:18:02;Pve_A_7;4;0;0;0.301;0.819;0.632;
616;3831628686;31.05.2021;13:18:06;Pve_A_7;4;0;0;0.363;1.047;0.653;
618;3831628698;31.05.2021;13:18:18;Pve_B_7;4;0;0;0.285;0.766;0.628;
619;3831628703;31.05.2021;13:18:23;Pve_B_7;4;0;0;0.263;0.737;0.643;
620;3831628708;31.05.2021;13:18:28;Pve_B_7;4;0;0;0.246;0.728;0.662;
622;3831628720;31.05.2021;13:18:40;Pve_C_7;4;0;0;0.305;0.975;0.687;
623;3831628724;31.05.2021;13:18:44;Pve_C_7;4;0;0;0.238;0.715;0.667;
624;3831628729;31.05.2021;13:18:49;Pve_C_7;4;0;0;0.336;1.025;0.672;
626;3831628744;31.05.2021;13:19:04;Pve_D_7;4;0;0;0.287;0.743;0.614;
627;3831628752;31.05.2021;13:19:12;Pve_D_7;4;0;0;0.244;0.634;0.615;
628;3831628757;31.05.2021;13:19:17;Pve_D_7;4;0;0;0.288;0.751;0.617;
630;3831628773;31.05.2021;13:19:33;Pve_E_7;4;0;0;0.202;0.608;0.668;
631;3831628777;31.05.2021;13:19:37;Pve_E_7;4;0;0;0.231;0.713;0.676;
632;3831628784;31.05.2021;13:19:44;Pve_E_7;4;0;0;0.161;0.478;0.663;
634;3831628794;31.05.2021;13:19:54;Pve_F_7;4;0;0;0.271;0.717;0.622;
635;3831628800;31.05.2021;13:20:00;Pve_F_7;4;0;0;0.259;0.7;0.63;
636;3831628805;31.05.2021;13:20:05;Pve_F_7;4;0;0;0.243;0.626;0.612;
639;3831628875;31.05.2021;13:21:15;Spi_A_8;4;0;0;0.367;0.888;0.587;
640;3831628879;31.05.2021;13:21:19;Spi_A_8;4;0;0;0.323;0.739;0.563;
641;3831628885;31.05.2021;13:21:25;Spi_A_8;4;0;0;0.138;0.271;0.491;
643;3831628895;31.05.2021;13:21:35;Spi_B_7;4;0;0;0.317;0.867;0.634;
644;3831628906;31.05.2021;13:21:46;Spi_B_7;4;0;0;0.282;0.728;0.613;
645;3831628917;31.05.2021;13:21:57;Spi_B_7;4;0;0;0.378;0.999;0.622;
647;3831628929;31.05.2021;13:22:09;Spi_C_8;4;0;0;0.426;1.163;0.634;
648;3831628933;31.05.2021;13:22:13;Spi_C_8;4;0;0;0.333;0.677;0.508;
649;3831628942;31.05.2021;13:22:22;Spi_C_8;4;0;0;0.176;0.435;0.595;
651;3831628956;31.05.2021;13:22:36;Spi_D_8;4;0;0;0.389;0.901;0.568;
652;3831628961;31.05.2021;13:22:41;Spi_D_8;4;0;0;0.35;0.87;0.598;
653;3831628968;31.05.2021;13:22:48;Spi_D_8;4;0;0;0.368;0.859;0.572;
655;3831628981;31.05.2021;13:23:01;Spi_E_8;4;0;0;0.299;0.702;0.574;
656;3831628987;31.05.2021;13:23:07;Spi_E_8;4;0;0;0.276;0.681;0.595;
657;3831628991;31.05.2021;13:23:11;Spi_E_8;4;0;0;0.332;0.764;0.565;
659;3831629001;31.05.2021;13:23:21;Spi_F_8;4;0;0;0.239;0.623;0.616;
660;3831629005;31.05.2021;13:23:25;Spi_F_8;4;0;0;0.296;0.754;0.607;
661;3831629020;31.05.2021;13:23:40;Spi_F_8;4;0;0;0.273;0.71;0.615;
663;3831629057;31.05.2021;13:24:17;Pve_A_8;4;0;0;0.349;1.042;0.665;
664;3831629062;31.05.2021;13:24:22;Pve_A_8;4;0;0;0.253;0.719;0.648;
665;3831629072;31.05.2021;13:24:32;Pve_A_8;4;0;0;0.196;0.58;0.662;
667;3831629086;31.05.2021;13:24:46;Pve_B_8;4;0;0;0.324;1.039;0.688;
668;3831629091;31.05.2021;13:24:51;Pve_B_8;4;0;0;0.37;1.239;0.701;
669;3831629096;31.05.2021;13:24:56;Pve_B_8;4;0;0;0.242;0.712;0.66;
671;3831629109;31.05.2021;13:25:09;Pve_C_8;4;0;0;0.292;0.85;0.656;
672;3831629118;31.05.2021;13:25:18;Pve_C_8;4;0;0;0.306;0.923;0.668;
673;3831629124;31.05.2021;13:25:24;Pve_C_8;4;0;0;0.264;0.794;0.668;
675;3831629135;31.05.2021;13:25:35;Pve_D_8;4;0;0;0.299;0.771;0.612;
676;3831629138;31.05.2021;13:25:38;Pve_D_8;4;0;0;0.293;0.732;0.6;
677;3831629144;31.05.2021;13:25:44;Pve_D_8;4;0;0;0.306;0.787;0.611;
679;3831629155;31.05.2021;13:25:55;Pve_E_8;4;0;0;0.377;1.135;0.668;
680;3831629162;31.05.2021;13:26:02;Pve_E_8;4;0;0;0.174;0.543;0.68;
681;3831629168;31.05.2021;13:26:08;Pve_E_8;4;0;0;0.154;0.48;0.679;
683;3831629181;31.05.2021;13:26:21;Pve_F_8;4;0;0;0.182;0.474;0.616;
684;3831629186;31.05.2021;13:26:26;Pve_F_8;4;0;0;0.337;0.849;0.603;
685;3831629191;31.05.2021;13:26:31;Pve_F_8;4;0;0;0.235;0.592;0.603;
688;3831629298;31.05.2021;13:28:18;Spi_A_9;4;0;0;0.223;0.596;0.626;
689;3831629303;31.05.2021;13:28:23;Spi_A_9;4;0;0;0.235;0.587;0.6;
690;3831629308;31.05.2021;13:28:28;Spi_A_9;4;0;0;0.336;0.662;0.492;
692;3831629323;31.05.2021;13:28:43;Spi_B_9;4;0;0;0.344;0.998;0.655;
693;3831629329;31.05.2021;13:28:49;Spi_B_9;4;0;0;0.354;0.909;0.611;
694;3831629334;31.05.2021;13:28:54;Spi_B_9;4;0;0;0.26;0.634;0.59;
696;3831629344;31.05.2021;13:29:04;Spi_C_9;4;0;0;0.397;1.02;0.611;
697;3831629349;31.05.2021;13:29:09;Spi_C_9;4;0;0;0.285;0.783;0.636;
698;3831629354;31.05.2021;13:29:14;Spi_C_9;4;0;0;0.289;0.821;0.648;
700;3831629370;31.05.2021;13:29:30;Spi_D_9;4;0;0;0.339;0.864;0.608;
701;3831629374;31.05.2021;13:29:34;Spi_D_9;4;0;0;0.338;0.817;0.586;
702;3831629380;31.05.2021;13:29:40;Spi_D_9;4;0;0;0.369;0.801;0.539;
704;3831629395;31.05.2021;13:29:55;Spi_E_9;4;0;0;0.353;0.889;0.603;
705;3831629400;31.05.2021;13:30:00;Spi_E_9;4;0;0;0.239;0.538;0.556;
706;3831629410;31.05.2021;13:30:10;Spi_E_9;4;0;0;0.299;0.755;0.604;
708;3831629428;31.05.2021;13:30:28;Spi_F_9;4;0;0;0.307;0.792;0.612;
709;3831629434;31.05.2021;13:30:34;Spi_F_9;4;0;0;0.405;0.913;0.556;
710;3831629438;31.05.2021;13:30:38;Spi_F_9;4;0;0;0.383;0.895;0.572;
712;3831629461;31.05.2021;13:31:01;Pve_A_9;4;0;0;0.35;0.962;0.636;
713;3831629465;31.05.2021;13:31:05;Pve_A_9;4;0;0;0.287;0.794;0.639;
714;3831629469;31.05.2021;13:31:09;Pve_A_9;4;0;0;0.291;0.878;0.669;
716;3831629479;31.05.2021;13:31:19;Pve_B_9;4;0;0;0.29;0.801;0.638;
717;3831629484;31.05.2021;13:31:24;Pve_B_9;4;0;0;0.27;0.783;0.655;
718;3831629488;31.05.2021;13:31:28;Pve_B_9;4;0;0;0.223;0.621;0.641;
720;3831629500;31.05.2021;13:31:40;Pve_C_9;4;0;0;0.245;0.69;0.645;
721;3831629505;31.05.2021;13:31:45;Pve_C_9;4;0;0;0.249;0.746;0.666;
722;3831629509;31.05.2021;13:31:49;Pve_C_9;4;0;0;0.357;0.959;0.628;
724;3831629524;31.05.2021;13:32:04;Pve_D_9;4;0;0;0.283;0.741;0.618;
725;3831629527;31.05.2021;13:32:07;Pve_D_9;4;0;0;0.346;0.828;0.582;
726;3831629530;31.05.2021;13:32:10;Pve_D_9;4;0;0;0.346;0.861;0.598;
728;3831629539;31.05.2021;13:32:19;Pve_E_9;4;0;0;0.303;0.833;0.636;
729;3831629543;31.05.2021;13:32:23;Pve_E_9;4;0;0;0.169;0.418;0.596;
730;3831629547;31.05.2021;13:32:27;Pve_E_9;4;0;0;0.232;0.579;0.599;
732;3831629558;31.05.2021;13:32:38;Pve_F_9;4;0;0;0.262;0.604;0.566;
733;3831629564;31.05.2021;13:32:44;Pve_F_9;4;0;0;0.228;0.574;0.603;
734;3831629570;31.05.2021;13:32:50;Pve_F_9;4;0;0;0.272;0.678;0.599;
