# Filename;t;Date;Time;No.;ML;Temp.;PAR;F;Fo';Fm';~Fo';Y(II);ETR
Spi_A_11_t2.CSV;72;27.06.2021;15:17:59;8;4;0;1386;0.563;0;0.639;0.296;0.119;69.2
Spi_A_11_t2.CSV;82;27.06.2021;15:18:09;9;4;0;2015;0.542;0;0.593;0.286;0.086;72.8
Spi_A_11_t2.CSV;92;27.06.2021;15:18:19;10;4;0;2970;0.517;0;0.547;0.275;0.055;68.4
Spi_A_12_t2.CSV;2;27.06.2021;13:29:52;1;4;0;0;0.337;0;0.812;0.337;0.585;0
Spi_A_12_t2.CSV;12;27.06.2021;13:30:02;2;4;0;31;0.332;0;0.811;0.337;0.591;7.7
Spi_A_12_t2.CSV;22;27.06.2021;13:30:12;3;4;0;101;0.379;0;0.815;0.338;0.535;22.7
Spi_A_12_t2.CSV;32;27.06.2021;13:30:22;4;4;0;198;0.437;0;0.815;0.338;0.464;38.6
Spi_A_12_t2.CSV;42;27.06.2021;13:30:32;5;4;0;363;0.507;0;0.804;0.336;0.369;56.3
Spi_A_12_t2.CSV;52;27.06.2021;13:30:42;6;4;0;619;0.559;0;0.772;0.33;0.276;71.7
Spi_A_12_t2.CSV;62;27.06.2021;13:30:52;7;4;0;981;0.578;0;0.725;0.321;0.203;83.5
Spi_A_12_t2.CSV;72;27.06.2021;13:31:02;8;4;0;1386;0.569;0;0.669;0.31;0.149;87
Spi_A_12_t2.CSV;82;27.06.2021;13:31:12;9;4;0;2015;0.551;0;0.618;0.298;0.108;91.8
Spi_A_12_t2.CSV;92;27.06.2021;13:31:22;10;4;0;2970;0.527;0;0.568;0.286;0.072;90
Spi_A_13_t2.CSV;2;27.06.2021;14:28:53;1;4;0;0;0.325;0;0.772;0.325;0.579;0
Spi_A_13_t2.CSV;12;27.06.2021;14:29:03;2;4;0;31;0.32;0;0.767;0.324;0.583;7.6
Spi_A_13_t2.CSV;22;27.06.2021;14:29:13;3;4;0;101;0.359;0;0.774;0.325;0.536;22.7
Spi_A_13_t2.CSV;32;27.06.2021;14:29:23;4;4;0;198;0.411;0;0.782;0.327;0.474;39.5
Spi_A_13_t2.CSV;42;27.06.2021;14:29:33;5;4;0;363;0.478;0;0.782;0.327;0.389;59.3
Spi_A_13_t2.CSV;52;27.06.2021;14:29:43;6;4;0;619;0.537;0;0.765;0.324;0.298;77.5
Spi_A_13_t2.CSV;62;27.06.2021;14:29:53;7;4;0;981;0.567;0;0.73;0.317;0.223;92
Spi_A_13_t2.CSV;72;27.06.2021;14:30:03;8;4;0;1386;0.568;0;0.686;0.309;0.172;100.1
Spi_A_13_t2.CSV;82;27.06.2021;14:30:13;9;4;0;2015;0.556;0;0.634;0.298;0.123;104.1
Spi_A_13_t2.CSV;92;27.06.2021;14:30:23;10;4;0;2970;0.536;0;0.586;0.287;0.085;106.4
Spi_A_14_t2.CSV;2;27.06.2021;13:59:42;1;4;0;0;0.348;0;0.843;0.348;0.587;0
Spi_A_14_t2.CSV;12;27.06.2021;13:59:52;2;4;0;31;0.352;0;0.842;0.348;0.582;7.6
Spi_A_14_t2.CSV;22;27.06.2021;14:00:02;3;4;0;101;0.401;0;0.849;0.349;0.528;22.4
Spi_A_14_t2.CSV;32;27.06.2021;14:00:12;4;4;0;198;0.462;0;0.846;0.349;0.454;37.7
Spi_A_14_t2.CSV;43;27.06.2021;14:00:23;5;4;0;363;0.529;0;0.837;0.347;0.368;56.1
Spi_A_14_t2.CSV;52;27.06.2021;14:00:32;6;4;0;619;0.583;0;0.81;0.342;0.28;72.9
Spi_A_14_t2.CSV;62;27.06.2021;14:00:42;7;4;0;981;0.606;0;0.766;0.334;0.209;86.1
Spi_A_14_t2.CSV;72;27.06.2021;14:00:52;8;4;0;1386;0.601;0;0.718;0.325;0.163;94.9
Spi_A_14_t2.CSV;82;27.06.2021;14:01:02;9;4;0;2015;0.587;0;0.666;0.314;0.119;100.4
Spi_A_14_t2.CSV;93;27.06.2021;14:01:13;10;4;0;2970;0.565;0;0.615;0.302;0.081;101.4
Spi_A_15_t2.CSV;0;27.06.2021;12:56:21;1;4;0;0;0.355;0;0.852;0.355;0.583;0
Spi_A_15_t2.CSV;11;27.06.2021;12:56:31;2;4;0;31;0.367;0;0.848;0.354;0.567;7.4
Spi_A_15_t2.CSV;22;27.06.2021;12:56:42;3;4;0;101;0.433;0;0.854;0.355;0.493;20.9
Spi_A_15_t2.CSV;32;27.06.2021;12:56:52;4;4;0;198;0.51;0;0.854;0.355;0.403;33.5
Spi_A_15_t2.CSV;42;27.06.2021;12:57:02;5;4;0;363;0.587;0;0.844;0.354;0.305;46.4
Spi_A_15_t2.CSV;52;27.06.2021;12:57:12;6;4;0;619;0.634;0;0.81;0.347;0.217;56.5
Spi_A_15_t2.CSV;62;27.06.2021;12:57:22;7;4;0;981;0.647;0;0.765;0.339;0.154;63.6
Spi_A_15_t2.CSV;72;27.06.2021;12:57:32;8;4;0;1386;0.634;0;0.717;0.329;0.116;67.4
Spi_A_15_t2.CSV;82;27.06.2021;12:57:42;9;4;0;2015;0.612;0;0.666;0.318;0.081;68.6
Spi_A_15_t2.CSV;92;27.06.2021;12:57:52;10;4;0;2970;0.586;0;0.62;0.307;0.055;68.4
Spi_A_1_t2.CSV;2;28.06.2021;15:17:17;1;4;0;0;0.29;0;0.704;0.29;0.588;0
Spi_A_1_t2.CSV;12;28.06.2021;15:17:27;2;4;0;31;0.296;0;0.708;0.291;0.582;7.6
Spi_A_1_t2.CSV;22;28.06.2021;15:17:37;3;4;0;101;0.344;0;0.715;0.292;0.519;22
Spi_A_1_t2.CSV;32;28.06.2021;15:17:47;4;4;0;198;0.4;0;0.713;0.292;0.439;36.5
Spi_A_1_t2.CSV;42;28.06.2021;15:17:57;5;4;0;363;0.459;0;0.705;0.29;0.349;53.2
Spi_A_1_t2.CSV;52;28.06.2021;15:18:07;6;4;0;619;0.501;0;0.681;0.286;0.264;68.7
Spi_A_1_t2.CSV;62;28.06.2021;15:18:17;7;4;0;981;0.518;0;0.647;0.28;0.199;82.1
Spi_A_1_t2.CSV;72;28.06.2021;15:18:27;8;4;0;1386;0.51;0;0.602;0.271;0.153;89
Spi_A_1_t2.CSV;82;28.06.2021;15:18:37;9;4;0;2015;0.493;0;0.555;0.261;0.112;94.5
Spi_A_1_t2.CSV;92;28.06.2021;15:18:47;10;4;0;2970;0.471;0;0.508;0.25;0.073;90.9
Spi_A_2_t2.CSV;0;28.06.2021;13:19:44;1;4;0;0;0.302;0;0.742;0.302;0.593;0
Spi_A_2_t2.CSV;12;28.06.2021;13:19:55;2;4;0;31;0.299;0;0.74;0.302;0.596;7.8
Spi_A_2_t2.CSV;22;28.06.2021;13:20:05;3;4;0;101;0.325;0;0.75;0.303;0.567;24
Spi_A_2_t2.CSV;31;28.06.2021;13:20:14;4;4;0;198;0.366;0;0.761;0.305;0.519;43.2
Spi_A_2_t2.CSV;42;28.06.2021;13:20:25;5;4;0;363;0.423;0;0.755;0.304;0.44;67
Spi_A_2_t2.CSV;52;28.06.2021;13:20:35;6;4;0;619;0.476;0;0.74;0.302;0.357;92.7
Spi_A_2_t2.CSV;62;28.06.2021;13:20:45;7;4;0;981;0.51;0;0.697;0.294;0.268;110.5
Spi_A_2_t2.CSV;72;28.06.2021;13:20:55;8;4;0;1386;0.511;0;0.647;0.285;0.21;122.4
Spi_A_2_t2.CSV;82;28.06.2021;13:21:05;9;4;0;2015;0.502;0;0.595;0.274;0.156;132.3
Spi_A_2_t2.CSV;92;28.06.2021;13:21:15;10;4;0;2970;0.486;0;0.544;0.263;0.107;133
Spi_A_3_t2.CSV;2;28.06.2021;14:28:06;1;4;0;0;0.304;0;0.737;0.304;0.588;0
Spi_A_3_t2.CSV;12;28.06.2021;14:28:16;2;4;0;31;0.317;0;0.735;0.304;0.569;7.4
Spi_A_3_t2.CSV;22;28.06.2021;14:28:26;3;4;0;101;0.381;0;0.746;0.306;0.489;20.8
Spi_A_3_t2.CSV;32;28.06.2021;14:28:36;4;4;0;198;0.449;0;0.75;0.306;0.401;33.4
Spi_A_3_t2.CSV;42;28.06.2021;14:28:46;5;4;0;363;0.514;0;0.74;0.305;0.305;46.6
Spi_A_3_t2.CSV;52;28.06.2021;14:28:56;6;4;0;619;0.558;0;0.718;0.301;0.223;57.9
Spi_A_3_t2.CSV;62;28.06.2021;14:29:06;7;4;0;981;0.571;0;0.683;0.294;0.164;67.6
Spi_A_3_t2.CSV;72;28.06.2021;14:29:16;8;4;0;1386;0.564;0;0.643;0.287;0.123;71.5
Spi_A_3_t2.CSV;82;28.06.2021;14:29:26;9;4;0;2015;0.548;0;0.601;0.278;0.088;74.6
Spi_A_3_t2.CSV;92;28.06.2021;14:29:36;10;4;0;2970;0.523;0;0.555;0.268;0.058;71.9
Spi_A_4_t2.CSV;2;28.06.2021;13:54:00;1;4;0;0;0.325;0;0.774;0.325;0.58;0
Spi_A_4_t2.CSV;12;28.06.2021;13:54:10;2;4;0;31;0.312;0;0.774;0.325;0.597;7.8
Spi_A_4_t2.CSV;22;28.06.2021;13:54:20;3;4;0;101;0.347;0;0.782;0.326;0.556;23.6
Spi_A_4_t2.CSV;32;28.06.2021;13:54:30;4;4;0;198;0.402;0;0.784;0.327;0.487;40.5
Spi_A_4_t2.CSV;42;28.06.2021;13:54:40;5;4;0;363;0.472;0;0.773;0.325;0.389;59.4
Spi_A_4_t2.CSV;52;28.06.2021;13:54:50;6;4;0;619;0.524;0;0.741;0.319;0.293;76.1
Spi_A_4_t2.CSV;62;28.06.2021;13:55:00;7;4;0;981;0.544;0;0.691;0.309;0.213;87.7
Spi_A_4_t2.CSV;72;28.06.2021;13:55:10;8;4;0;1386;0.533;0;0.642;0.299;0.17;98.8
Spi_A_4_t2.CSV;82;28.06.2021;13:55:20;9;4;0;2015;0.512;0;0.58;0.285;0.117;99.2
Spi_A_4_t2.CSV;92;28.06.2021;13:55:30;10;4;0;2970;0.488;0;0.528;0.272;0.076;94.5
Spi_A_5_t2.CSV;2;28.06.2021;12:45:46;1;4;0;0;0.337;0;0.783;0.337;0.57;0
Spi_A_5_t2.CSV;12;28.06.2021;12:45:56;2;4;0;31;0.355;0;0.784;0.337;0.547;7.1
Spi_A_5_t2.CSV;22;28.06.2021;12:46:06;3;4;0;101;0.425;0;0.794;0.339;0.465;19.7
Spi_A_5_t2.CSV;32;28.06.2021;12:46:16;4;4;0;198;0.491;0;0.79;0.338;0.378;31.5
Spi_A_5_t2.CSV;42;28.06.2021;12:46:26;5;4;0;363;0.554;0;0.777;0.336;0.287;43.8
Spi_A_5_t2.CSV;52;28.06.2021;12:46:36;6;4;0;619;0.595;0;0.749;0.331;0.206;53.5
Spi_A_5_t2.CSV;62;28.06.2021;12:46:46;7;4;0;981;0.604;0;0.704;0.321;0.142;58.5
Spi_A_5_t2.CSV;72;28.06.2021;12:46:56;8;4;0;1386;0.59;0;0.663;0.313;0.11;64.1
Spi_A_5_t2.CSV;82;28.06.2021;12:47:06;9;4;0;2015;0.569;0;0.618;0.302;0.079;67.1
Spi_A_5_t2.CSV;92;28.06.2021;12:47:16;10;4;0;2970;0.543;0;0.573;0.291;0.052;65.3
Spi_A_6_t2.CSV;2;29.06.2021;14:56:58;1;4;0;0;0.326;0;0.813;0.326;0.599;0
Spi_A_6_t2.CSV;12;29.06.2021;14:57:08;2;4;0;31;0.338;0;0.811;0.326;0.583;7.6
Spi_A_6_t2.CSV;22;29.06.2021;14:57:18;3;4;0;101;0.399;0;0.82;0.327;0.513;21.8
Spi_A_6_t2.CSV;32;29.06.2021;14:57:28;4;4;0;198;0.474;0;0.821;0.327;0.423;35.1
Spi_A_6_t2.CSV;42;29.06.2021;14:57:38;5;4;0;363;0.551;0;0.814;0.326;0.323;49.3
Spi_A_6_t2.CSV;52;29.06.2021;14:57:48;6;4;0;619;0.606;0;0.791;0.322;0.234;60.8
Spi_A_6_t2.CSV;62;29.06.2021;14:57:58;7;4;0;981;0.627;0;0.755;0.316;0.17;69.9
Spi_A_6_t2.CSV;72;29.06.2021;14:58:08;8;4;0;1386;0.621;0;0.709;0.308;0.124;72.3
Spi_A_6_t2.CSV;82;29.06.2021;14:58:18;9;4;0;2015;0.604;0;0.661;0.298;0.086;73
Spi_A_6_t2.CSV;92;29.06.2021;14:58:28;10;4;0;2970;0.581;0;0.616;0.289;0.057;70.9
Spi_A_7_t2.CSV;2;29.06.2021;13:12:18;1;4;0;0;0.359;0;0.864;0.359;0.584;0
Spi_A_7_t2.CSV;12;29.06.2021;13:12:28;2;4;0;31;0.351;0;0.848;0.356;0.586;7.6
Spi_A_7_t2.CSV;22;29.06.2021;13:12:38;3;4;0;101;0.396;0;0.85;0.357;0.534;22.7
Spi_A_7_t2.CSV;32;29.06.2021;13:12:48;4;4;0;198;0.451;0;0.844;0.355;0.466;38.7
Spi_A_7_t2.CSV;42;29.06.2021;13:12:58;5;4;0;363;0.51;0;0.823;0.352;0.38;58
Spi_A_7_t2.CSV;52;29.06.2021;13:13:08;6;4;0;619;0.555;0;0.781;0.344;0.289;75.2
Spi_A_7_t2.CSV;62;29.06.2021;13:13:18;7;4;0;981;0.571;0;0.73;0.334;0.218;89.7
Spi_A_7_t2.CSV;72;29.06.2021;13:13:28;8;4;0;1386;0.557;0;0.667;0.32;0.165;96
Spi_A_7_t2.CSV;82;29.06.2021;13:13:38;9;4;0;2015;0.535;0;0.608;0.306;0.12;101.6
Spi_A_7_t2.CSV;92;29.06.2021;13:13:48;10;4;0;2970;0.506;0;0.552;0.291;0.083;104
Spi_A_8_t2.CSV;2;29.06.2021;14:16:46;1;4;0;0;0.367;0;0.909;0.367;0.596;0
Spi_A_8_t2.CSV;12;29.06.2021;14:16:56;2;4;0;31;0.36;0;0.898;0.365;0.599;7.8
Spi_A_8_t2.CSV;22;29.06.2021;14:17:06;3;4;0;101;0.409;0;0.911;0.367;0.551;23.4
Spi_A_8_t2.CSV;32;29.06.2021;14:17:16;4;4;0;198;0.476;0;0.911;0.367;0.477;39.7
Spi_A_8_t2.CSV;42;29.06.2021;14:17:26;5;4;0;363;0.561;0;0.9;0.366;0.377;57.4
Spi_A_8_t2.CSV;52;29.06.2021;14:17:36;6;4;0;619;0.624;0;0.87;0.36;0.283;73.5
Spi_A_8_t2.CSV;62;29.06.2021;14:17:46;7;4;0;981;0.649;0;0.82;0.352;0.209;85.9
Spi_A_8_t2.CSV;72;29.06.2021;14:17:56;8;4;0;1386;0.644;0;0.763;0.341;0.156;90.8
Spi_A_8_t2.CSV;82;29.06.2021;14:18:06;9;4;0;2015;0.623;0;0.701;0.328;0.111;94.2
Spi_A_8_t2.CSV;92;29.06.2021;14:18:16;10;4;0;2970;0.596;0;0.645;0.315;0.076;94.8
Spi_A_9_t2.CSV;2;29.06.2021;13:44:07;1;4;0;0;0.327;0;0.797;0.327;0.59;0
Spi_A_9_t2.CSV;12;29.06.2021;13:44:17;2;4;0;31;0.342;0;0.788;0.325;0.566;7.4
Spi_A_9_t2.CSV;22;29.06.2021;13:44:27;3;4;0;101;0.415;0;0.79;0.326;0.475;20.1
Spi_A_9_t2.CSV;32;29.06.2021;13:44:37;4;4;0;198;0.492;0;0.795;0.327;0.381;31.7
Spi_A_9_t2.CSV;42;29.06.2021;13:44:47;5;4;0;363;0.557;0;0.78;0.324;0.286;43.6
Spi_A_9_t2.CSV;52;29.06.2021;13:44:57;6;4;0;619;0.599;0;0.751;0.319;0.202;52.6
Spi_A_9_t2.CSV;62;29.06.2021;13:45:07;7;4;0;981;0.609;0;0.712;0.312;0.145;59.6
Spi_A_9_t2.CSV;72;29.06.2021;13:45:17;8;4;0;1386;0.596;0;0.665;0.302;0.104;60.4
Spi_A_9_t2.CSV;82;29.06.2021;13:45:27;9;4;0;2015;0.573;0;0.619;0.292;0.074;62.9
Spi_A_9_t2.CSV;92;29.06.2021;13:45:37;10;4;0;2970;0.545;0;0.575;0.282;0.052;65.1
Spi_B_10_t2.CSV;2;29.06.2021;12:39:47;1;4;0;0;0.32;0;0.869;0.32;0.632;0
Spi_B_10_t2.CSV;12;29.06.2021;12:39:57;2;4;0;31;0.333;0;0.849;0.317;0.608;7.9
Spi_B_10_t2.CSV;22;29.06.2021;12:40:07;3;4;0;101;0.384;0;0.839;0.316;0.542;23
Spi_B_10_t2.CSV;32;29.06.2021;12:40:17;4;4;0;198;0.446;0;0.824;0.314;0.459;38.1
Spi_B_10_t2.CSV;42;29.06.2021;12:40:27;5;4;0;363;0.515;0;0.802;0.31;0.358;54.6
Spi_B_10_t2.CSV;52;29.06.2021;12:40:37;6;4;0;619;0.569;0;0.766;0.305;0.257;66.9
Spi_B_10_t2.CSV;62;29.06.2021;12:40:47;7;4;0;981;0.595;0;0.727;0.299;0.182;74.8
Spi_B_10_t2.CSV;72;29.06.2021;12:40:57;8;4;0;1386;0.595;0;0.685;0.291;0.131;76.5
Spi_B_10_t2.CSV;82;29.06.2021;12:41:07;9;4;0;2015;0.588;0;0.646;0.284;0.09;76
Spi_B_10_t2.CSV;92;29.06.2021;12:41:17;10;4;0;2970;0.573;0;0.611;0.277;0.062;77.6
Spi_B_11_t2.CSV;2;27.06.2021;15:19:05;1;4;0;0;0.296;0;0.68;0.296;0.565;0
Spi_B_11_t2.CSV;12;27.06.2021;15:19:15;2;4;0;31;0.339;0;0.674;0.295;0.497;6.5
Spi_B_11_t2.CSV;22;27.06.2021;15:19:25;3;4;0;101;0.398;0;0.675;0.295;0.41;17.4
Spi_B_11_t2.CSV;32;27.06.2021;15:19:35;4;4;0;198;0.449;0;0.669;0.294;0.329;27.3
Spi_B_11_t2.CSV;42;27.06.2021;15:19:45;5;4;0;363;0.502;0;0.658;0.292;0.237;36.1
Spi_B_11_t2.CSV;52;27.06.2021;15:19:55;6;4;0;619;0.537;0;0.644;0.289;0.166;43.2
Spi_B_11_t2.CSV;62;27.06.2021;15:20:05;7;4;0;981;0.554;0;0.622;0.284;0.109;45
Spi_B_11_t2.CSV;73;27.06.2021;15:20:16;8;4;0;1386;0.551;0;0.601;0.28;0.083;48.4
Spi_B_11_t2.CSV;82;27.06.2021;15:20:25;9;4;0;2015;0.541;0;0.572;0.274;0.054;45.9
Spi_B_11_t2.CSV;92;27.06.2021;15:20:35;10;4;0;2970;0.524;0;0.543;0.267;0.035;43.6
Spi_B_12_t2.CSV;2;27.06.2021;13:32:03;1;4;0;0;0.331;0;0.956;0.331;0.654;0
Spi_B_12_t2.CSV;12;27.06.2021;13:32:13;2;4;0;31;0.339;0;0.946;0.33;0.642;8.4
Spi_B_12_t2.CSV;22;27.06.2021;13:32:23;3;4;0;101;0.388;0;0.948;0.33;0.591;25.1
Spi_B_12_t2.CSV;32;27.06.2021;13:32:33;4;4;0;198;0.452;0;0.943;0.329;0.521;43.3
Spi_B_12_t2.CSV;42;27.06.2021;13:32:43;5;4;0;363;0.541;0;0.937;0.329;0.423;64.4
Spi_B_12_t2.CSV;52;27.06.2021;13:32:53;6;4;0;619;0.628;0;0.92;0.327;0.317;82.5
Spi_B_12_t2.CSV;62;27.06.2021;13:33:03;7;4;0;981;0.686;0;0.893;0.323;0.232;95.5
Spi_B_12_t2.CSV;72;27.06.2021;13:33:13;8;4;0;1386;0.708;0;0.862;0.319;0.179;104
Spi_B_12_t2.CSV;82;27.06.2021;13:33:23;9;4;0;2015;0.718;0;0.82;0.313;0.124;105.3
Spi_B_12_t2.CSV;92;27.06.2021;13:33:33;10;4;0;2970;0.713;0;0.779;0.307;0.085;105.7
Spi_B_13_t2.CSV;2;27.06.2021;14:31:05;1;4;0;0;0.344;0;0.97;0.344;0.645;0
Spi_B_13_t2.CSV;12;27.06.2021;14:31:15;2;4;0;31;0.369;0;0.963;0.343;0.617;8
Spi_B_13_t2.CSV;22;27.06.2021;14:31:25;3;4;0;101;0.431;0;0.962;0.343;0.552;23.4
Spi_B_13_t2.CSV;32;27.06.2021;14:31:35;4;4;0;198;0.509;0;0.952;0.342;0.465;38.7
Spi_B_13_t2.CSV;42;27.06.2021;14:31:45;5;4;0;363;0.609;0;0.944;0.341;0.355;54.1
Spi_B_13_t2.CSV;52;27.06.2021;14:31:55;6;4;0;619;0.692;0;0.925;0.338;0.252;65.5
Spi_B_13_t2.CSV;62;27.06.2021;14:32:05;7;4;0;981;0.739;0;0.902;0.335;0.181;74.5
Spi_B_13_t2.CSV;72;27.06.2021;14:32:15;8;4;0;1386;0.751;0;0.866;0.33;0.133;77.3
Spi_B_13_t2.CSV;82;27.06.2021;14:32:25;9;4;0;2015;0.748;0;0.825;0.324;0.093;79
Spi_B_13_t2.CSV;92;27.06.2021;14:32:35;10;4;0;2970;0.744;0;0.794;0.319;0.063;78.6
Spi_B_14_t2.CSV;2;27.06.2021;14:01:54;1;4;0;0;0.331;0;0.864;0.331;0.617;0
Spi_B_14_t2.CSV;12;27.06.2021;14:02:04;2;4;0;31;0.335;0;0.859;0.33;0.61;7.9
Spi_B_14_t2.CSV;22;27.06.2021;14:02:14;3;4;0;101;0.392;0;0.86;0.33;0.544;23.1
Spi_B_14_t2.CSV;32;27.06.2021;14:02:24;4;4;0;198;0.456;0;0.856;0.33;0.467;38.9
Spi_B_14_t2.CSV;42;27.06.2021;14:02:34;5;4;0;363;0.538;0;0.848;0.329;0.366;55.7
Spi_B_14_t2.CSV;52;27.06.2021;14:02:44;6;4;0;619;0.612;0;0.837;0.327;0.269;69.9
Spi_B_14_t2.CSV;62;27.06.2021;14:02:54;7;4;0;981;0.659;0;0.817;0.324;0.193;79.7
Spi_B_14_t2.CSV;72;27.06.2021;14:03:04;8;4;0;1386;0.677;0;0.787;0.319;0.14;81.4
Spi_B_14_t2.CSV;82;27.06.2021;14:03:14;9;4;0;2015;0.68;0;0.756;0.314;0.101;85.1
Spi_B_14_t2.CSV;92;27.06.2021;14:03:24;10;4;0;2970;0.671;0;0.718;0.307;0.065;81.7
Spi_B_15_t2.CSV;2;27.06.2021;12:58:56;1;4;0;0;0.315;0;0.771;0.315;0.591;0
Spi_B_15_t2.CSV;12;27.06.2021;12:59:06;2;4;0;31;0.357;0;0.764;0.314;0.533;6.9
Spi_B_15_t2.CSV;22;27.06.2021;12:59:16;3;4;0;101;0.434;0;0.763;0.314;0.431;18.3
Spi_B_15_t2.CSV;32;27.06.2021;12:59:26;4;4;0;198;0.501;0;0.759;0.313;0.34;28.3
Spi_B_15_t2.CSV;42;27.06.2021;12:59:36;5;4;0;363;0.565;0;0.749;0.311;0.246;37.5
Spi_B_15_t2.CSV;52;27.06.2021;12:59:46;6;4;0;619;0.612;0;0.737;0.309;0.17;44.1
Spi_B_15_t2.CSV;62;27.06.2021;12:59:56;7;4;0;981;0.635;0;0.72;0.306;0.118;48.6
Spi_B_15_t2.CSV;72;27.06.2021;13:00:06;8;4;0;1386;0.638;0;0.695;0.302;0.082;47.7
Spi_B_15_t2.CSV;82;27.06.2021;13:00:16;9;4;0;2015;0.631;0;0.669;0.297;0.057;48.1
Spi_B_15_t2.CSV;92;27.06.2021;13:00:26;10;4;0;2970;0.616;0;0.642;0.291;0.04;50.5
Spi_B_1_t2.CSV;2;28.06.2021;15:20:02;1;4;0;0;0.329;0;0.888;0.329;0.63;0
Spi_B_1_t2.CSV;12;28.06.2021;15:20:12;2;4;0;31;0.347;0;0.884;0.328;0.607;7.9
Spi_B_1_t2.CSV;22;28.06.2021;15:20:22;3;4;0;101;0.412;0;0.884;0.328;0.534;22.6
Spi_B_1_t2.CSV;32;28.06.2021;15:20:32;4;4;0;198;0.486;0;0.884;0.328;0.45;37.4
Spi_B_1_t2.CSV;42;28.06.2021;15:20:42;5;4;0;363;0.574;0;0.877;0.327;0.345;52.7
Spi_B_1_t2.CSV;52;28.06.2021;15:20:52;6;4;0;619;0.65;0;0.866;0.326;0.249;64.8
Spi_B_1_t2.CSV;62;28.06.2021;15:21:02;7;4;0;981;0.698;0;0.847;0.323;0.176;72.5
Spi_B_1_t2.CSV;72;28.06.2021;15:21:12;8;4;0;1386;0.715;0;0.819;0.319;0.127;73.9
Spi_B_1_t2.CSV;82;28.06.2021;15:21:22;9;4;0;2015;0.718;0;0.787;0.314;0.088;74.2
Spi_B_1_t2.CSV;92;28.06.2021;15:21:32;10;4;0;2970;0.707;0;0.751;0.308;0.059;73.1
Spi_B_2_t2.CSV;2;28.06.2021;13:21:50;1;4;0;0;0.313;0;0.852;0.313;0.633;0
Spi_B_2_t2.CSV;13;28.06.2021;13:22:01;2;4;0;31;0.306;0;0.844;0.312;0.637;8.3
Spi_B_2_t2.CSV;22;28.06.2021;13:22:10;3;4;0;101;0.344;0;0.855;0.313;0.598;25.4
Spi_B_2_t2.CSV;33;28.06.2021;13:22:21;4;4;0;198;0.398;0;0.853;0.313;0.533;44.4
Spi_B_2_t2.CSV;42;28.06.2021;13:22:30;5;4;0;363;0.474;0;0.845;0.312;0.439;66.9
Spi_B_2_t2.CSV;53;28.06.2021;13:22:41;6;4;0;619;0.546;0;0.819;0.308;0.333;86.7
Spi_B_2_t2.CSV;63;28.06.2021;13:22:51;7;4;0;981;0.594;0;0.791;0.304;0.249;102.6
Spi_B_2_t2.CSV;72;28.06.2021;13:23:00;8;4;0;1386;0.613;0;0.755;0.299;0.188;109.5
Spi_B_2_t2.CSV;83;28.06.2021;13:23:11;9;4;0;2015;0.619;0;0.716;0.293;0.135;114.7
Spi_B_2_t2.CSV;93;28.06.2021;13:23:21;10;4;0;2970;0.613;0;0.674;0.285;0.091;112.9
Spi_B_3_t2.CSV;2;28.06.2021;14:31:07;1;4;0;0;0.424;0;1.141;0.424;0.628;0
