# Filename;t;Date;Time;No.;ML;Temp.;PAR;F;Fo';Fm';~Fo';Y(II);ETR
Pve_A_12_t1.CSV;42;01.06.2021;15:53:31;5;4;0;363;0.541;0;0.959;0.325;0.436;66.5
Pve_A_12_t1.CSV;52;01.06.2021;15:53:41;6;4;0;619;0.646;0;0.954;0.324;0.323;83.9
Pve_A_12_t1.CSV;62;01.06.2021;15:53:51;7;4;0;981;0.719;0;0.933;0.322;0.229;94.5
Pve_A_12_t1.CSV;72;01.06.2021;15:54:01;8;4;0;1386;0.764;0;0.921;0.321;0.17;99.2
Pve_A_12_t1.CSV;82;01.06.2021;15:54:11;9;4;0;2015;0.792;0;0.902;0.318;0.122;103.2
Pve_A_12_t1.CSV;92;01.06.2021;15:54:21;10;4;0;2970;0.805;0;0.872;0.314;0.077;95.8
Pve_A_13_t1.CSV;2;01.06.2021;14:41:43;1;4;0;0;0.307;0;0.878;0.307;0.65;0
Pve_A_13_t1.CSV;12;01.06.2021;14:41:53;2;4;0;31;0.309;0;0.874;0.307;0.646;8.4
Pve_A_13_t1.CSV;22;01.06.2021;14:42:03;3;4;0;101;0.354;0;0.87;0.306;0.593;25.2
Pve_A_13_t1.CSV;32;01.06.2021;14:42:13;4;4;0;198;0.421;0;0.873;0.306;0.518;43.1
Pve_A_13_t1.CSV;42;01.06.2021;14:42:23;5;4;0;363;0.516;0;0.883;0.308;0.416;63.4
Pve_A_13_t1.CSV;52;01.06.2021;14:42:33;6;4;0;619;0.617;0;0.887;0.308;0.304;79.1
Pve_A_13_t1.CSV;62;01.06.2021;14:42:43;7;4;0;981;0.676;0;0.868;0.306;0.221;91.1
Pve_A_13_t1.CSV;72;01.06.2021;14:42:53;8;4;0;1386;0.721;0;0.866;0.306;0.167;97.5
Pve_A_13_t1.CSV;82;01.06.2021;14:43:03;9;4;0;2015;0.749;0;0.844;0.303;0.113;95.3
Pve_A_13_t1.CSV;92;01.06.2021;14:43:13;10;4;0;2970;0.754;0;0.817;0.299;0.077;96.2
Pve_A_14_t1.CSV;2;01.06.2021;14:04:44;1;4;0;0;0.319;0;0.908;0.319;0.649;0
Pve_A_14_t1.CSV;12;01.06.2021;14:04:54;2;4;0;31;0.328;0;0.899;0.318;0.635;8.3
Pve_A_14_t1.CSV;22;01.06.2021;14:05:04;3;4;0;101;0.391;0;0.903;0.318;0.567;24.1
Pve_A_14_t1.CSV;32;01.06.2021;14:05:14;4;4;0;198;0.466;0;0.897;0.318;0.48;40
Pve_A_14_t1.CSV;42;01.06.2021;14:05:24;5;4;0;363;0.566;0;0.897;0.318;0.369;56.3
Pve_A_14_t1.CSV;52;01.06.2021;14:05:34;6;4;0;619;0.659;0;0.891;0.317;0.26;67.7
Pve_A_14_t1.CSV;62;01.06.2021;14:05:44;7;4;0;981;0.723;0;0.885;0.316;0.183;75.4
Pve_A_14_t1.CSV;72;01.06.2021;14:05:54;8;4;0;1386;0.756;0;0.87;0.314;0.131;76.3
Pve_A_14_t1.CSV;82;01.06.2021;14:06:04;9;4;0;2015;0.774;0;0.85;0.312;0.089;75.7
Pve_A_14_t1.CSV;92;01.06.2021;14:06:14;10;4;0;2970;0.778;0;0.826;0.308;0.058;72.5
Pve_A_15_t1.CSV;2;01.06.2021;15:17:50;1;4;0;0;0.319;0;0.937;0.319;0.66;0
Pve_A_15_t1.CSV;12;01.06.2021;15:18:00;2;4;0;31;0.36;0;0.936;0.319;0.615;8
Pve_A_15_t1.CSV;22;01.06.2021;15:18:10;3;4;0;101;0.432;0;0.945;0.32;0.543;23
Pve_A_15_t1.CSV;32;01.06.2021;15:18:20;4;4;0;198;0.509;0;0.94;0.319;0.459;38.1
Pve_A_15_t1.CSV;42;01.06.2021;15:18:30;5;4;0;363;0.603;0;0.938;0.319;0.357;54.4
Pve_A_15_t1.CSV;52;01.06.2021;15:18:40;6;4;0;619;0.691;0;0.935;0.319;0.261;67.8
Pve_A_15_t1.CSV;62;01.06.2021;15:18:50;7;4;0;981;0.755;0;0.925;0.318;0.184;75.7
Pve_A_15_t1.CSV;72;01.06.2021;15:19:00;8;4;0;1386;0.788;0;0.911;0.316;0.135;78.6
Pve_A_15_t1.CSV;82;01.06.2021;15:19:10;9;4;0;2015;0.819;0;0.905;0.315;0.095;80.4
Pve_A_15_t1.CSV;92;01.06.2021;15:19:20;10;4;0;2970;0.816;0;0.866;0.31;0.058;72
Pve_A_1_t1.CSV;2;30.05.2021;13:45:47;1;4;0;0;0.287;0;0.811;0.287;0.646;0
Pve_A_1_t1.CSV;12;30.05.2021;13:45:57;2;4;0;31;0.311;0;0.803;0.286;0.613;8
Pve_A_1_t1.CSV;22;30.05.2021;13:46:07;3;4;0;101;0.376;0;0.807;0.286;0.534;22.7
Pve_A_1_t1.CSV;32;30.05.2021;13:46:17;4;4;0;198;0.447;0;0.81;0.287;0.448;37.3
Pve_A_1_t1.CSV;42;30.05.2021;13:46:27;5;4;0;363;0.532;0;0.814;0.287;0.346;52.8
Pve_A_1_t1.CSV;52;30.05.2021;13:46:37;6;4;0;619;0.609;0;0.81;0.287;0.248;64.5
Pve_A_1_t1.CSV;62;30.05.2021;13:46:47;7;4;0;981;0.663;0;0.806;0.286;0.177;73.1
Pve_A_1_t1.CSV;72;30.05.2021;13:46:57;8;4;0;1386;0.693;0;0.799;0.285;0.133;77.2
Pve_A_1_t1.CSV;82;30.05.2021;13:47:07;9;4;0;2015;0.709;0;0.782;0.283;0.093;79
Pve_A_1_t1.CSV;92;30.05.2021;13:47:17;10;4;0;2970;0.718;0;0.766;0.281;0.063;78.2
Pve_A_2_t1.CSV;2;30.05.2021;16:19:41;1;4;0;0;0.344;0;0.947;0.344;0.637;0
Pve_A_2_t1.CSV;12;30.05.2021;16:19:51;2;4;0;31;0.376;0;0.938;0.343;0.599;7.8
Pve_A_2_t1.CSV;22;30.05.2021;16:20:01;3;4;0;101;0.454;0;0.933;0.342;0.513;21.8
Pve_A_2_t1.CSV;32;30.05.2021;16:20:11;4;4;0;198;0.547;0;0.938;0.343;0.417;34.7
Pve_A_2_t1.CSV;42;30.05.2021;16:20:21;5;4;0;363;0.642;0;0.935;0.342;0.313;47.8
Pve_A_2_t1.CSV;52;30.05.2021;16:20:31;6;4;0;619;0.722;0;0.931;0.342;0.224;58.4
Pve_A_2_t1.CSV;62;30.05.2021;16:20:41;7;4;0;981;0.778;0;0.929;0.342;0.163;67
Pve_A_2_t1.CSV;72;30.05.2021;16:20:51;8;4;0;1386;0.808;0;0.92;0.34;0.122;70.9
Pve_A_2_t1.CSV;82;30.05.2021;16:21:01;9;4;0;2015;0.829;0;0.906;0.338;0.085;71.9
Pve_A_2_t1.CSV;92;30.05.2021;16:21:11;10;4;0;2970;0.834;0;0.879;0.335;0.051;63.9
Pve_A_3_t1.CSV;2;30.05.2021;14:57:05;1;4;0;0;0.338;0;0.89;0.338;0.62;0
Pve_A_3_t1.CSV;12;30.05.2021;14:57:15;2;4;0;31;0.382;0;0.878;0.336;0.565;7.4
Pve_A_3_t1.CSV;22;30.05.2021;14:57:25;3;4;0;101;0.462;0;0.879;0.336;0.474;20.1
Pve_A_3_t1.CSV;32;30.05.2021;14:57:35;4;4;0;198;0.541;0;0.877;0.336;0.383;31.9
Pve_A_3_t1.CSV;42;30.05.2021;14:57:45;5;4;0;363;0.63;0;0.881;0.337;0.285;43.4
Pve_A_3_t1.CSV;52;30.05.2021;14:57:55;6;4;0;619;0.699;0;0.871;0.335;0.197;51.3
Pve_A_3_t1.CSV;62;30.05.2021;14:58:05;7;4;0;981;0.745;0;0.864;0.334;0.138;56.7
Pve_A_3_t1.CSV;72;30.05.2021;14:58:15;8;4;0;1386;0.761;0;0.844;0.331;0.098;57.2
Pve_A_3_t1.CSV;82;30.05.2021;14:58:25;9;4;0;2015;0.766;0;0.82;0.327;0.066;55.7
Pve_A_3_t1.CSV;92;30.05.2021;14:58:35;10;4;0;2970;0.763;0;0.795;0.323;0.04;50.2
Pve_A_4_t1.CSV;2;30.05.2021;14:24:04;1;4;0;0;0.323;0;0.925;0.323;0.651;0
Pve_A_4_t1.CSV;12;30.05.2021;14:24:14;2;4;0;31;0.36;0;0.923;0.323;0.61;7.9
Pve_A_4_t1.CSV;22;30.05.2021;14:24:24;3;4;0;101;0.449;0;0.921;0.323;0.512;21.7
Pve_A_4_t1.CSV;32;30.05.2021;14:24:34;4;4;0;198;0.538;0;0.926;0.323;0.419;34.8
Pve_A_4_t1.CSV;42;30.05.2021;14:24:44;5;4;0;363;0.635;0;0.927;0.323;0.315;48
Pve_A_4_t1.CSV;52;30.05.2021;14:24:54;6;4;0;619;0.718;0;0.931;0.324;0.229;59.5
Pve_A_4_t1.CSV;62;30.05.2021;14:25:04;7;4;0;981;0.774;0;0.925;0.323;0.163;67.3
Pve_A_4_t1.CSV;72;30.05.2021;14:25:14;8;4;0;1386;0.806;0;0.915;0.322;0.119;69.3
Pve_A_4_t1.CSV;82;30.05.2021;14:25:24;9;4;0;2015;0.825;0;0.902;0.32;0.085;72.2
Pve_A_4_t1.CSV;92;30.05.2021;14:25:34;10;4;0;2970;0.832;0;0.88;0.317;0.055;68
Pve_A_5_t1.CSV;2;30.05.2021;15:41:02;1;4;0;0;0.366;0;0.904;0.366;0.595;0
Pve_A_5_t1.CSV;12;30.05.2021;15:41:12;2;4;0;31;0.44;0;0.893;0.364;0.507;6.6
Pve_A_5_t1.CSV;22;30.05.2021;15:41:22;3;4;0;101;0.564;0;0.89;0.364;0.366;15.5
Pve_A_5_t1.CSV;32;30.05.2021;15:41:32;4;4;0;198;0.66;0;0.886;0.363;0.255;21.2
Pve_A_5_t1.CSV;42;30.05.2021;15:41:42;5;4;0;363;0.736;0;0.884;0.363;0.167;25.5
Pve_A_5_t1.CSV;52;30.05.2021;15:41:52;6;4;0;619;0.782;0;0.873;0.361;0.104;27.1
Pve_A_5_t1.CSV;62;30.05.2021;15:42:02;7;4;0;981;0.805;0;0.865;0.359;0.069;28.6
Pve_A_5_t1.CSV;72;30.05.2021;15:42:12;8;4;0;1386;0.809;0;0.849;0.357;0.047;27.4
Pve_A_5_t1.CSV;82;30.05.2021;15:42:22;9;4;0;2015;0.805;0;0.831;0.353;0.031;26.5
Pve_A_5_t1.CSV;92;30.05.2021;15:42:32;10;4;0;2970;0.789;0;0.804;0.348;0.019;23.3
Pve_A_6_t1.CSV;2;31.05.2021;14:16:32;1;4;0;0;0.327;0;0.938;0.327;0.651;0
Pve_A_6_t1.CSV;12;31.05.2021;14:16:42;2;4;0;31;0.352;0;0.932;0.326;0.622;8.1
Pve_A_6_t1.CSV;22;31.05.2021;14:16:52;3;4;0;101;0.413;0;0.935;0.327;0.558;23.7
Pve_A_6_t1.CSV;32;31.05.2021;14:17:02;4;4;0;198;0.49;0;0.934;0.327;0.475;39.5
Pve_A_6_t1.CSV;42;31.05.2021;14:17:12;5;4;0;363;0.588;0;0.933;0.326;0.37;56.4
Pve_A_6_t1.CSV;52;31.05.2021;14:17:22;6;4;0;619;0.676;0;0.932;0.326;0.275;71.4
Pve_A_6_t1.CSV;62;31.05.2021;14:17:32;7;4;0;981;0.741;0;0.922;0.325;0.196;80.9
Pve_A_6_t1.CSV;72;31.05.2021;14:17:42;8;4;0;1386;0.778;0;0.915;0.324;0.15;87.2
Pve_A_6_t1.CSV;82;31.05.2021;14:17:52;9;4;0;2015;0.8;0;0.894;0.321;0.105;89
Pve_A_6_t1.CSV;92;31.05.2021;14:18:02;10;4;0;2970;0.807;0;0.868;0.318;0.07;87.7
Pve_A_7_t1.CSV;2;31.05.2021;16:36:23;1;4;0;0;0.373;0;1.058;0.373;0.647;0
Pve_A_7_t1.CSV;12;31.05.2021;16:36:33;2;4;0;31;0.43;0;1.051;0.372;0.591;7.7
Pve_A_7_t1.CSV;22;31.05.2021;16:36:43;3;4;0;101;0.54;0;1.049;0.372;0.485;20.6
Pve_A_7_t1.CSV;33;31.05.2021;16:36:54;4;4;0;198;0.64;0;1.053;0.372;0.392;32.6
Pve_A_7_t1.CSV;42;31.05.2021;16:37:03;5;4;0;363;0.749;0;1.054;0.373;0.289;44.1
Pve_A_7_t1.CSV;52;31.05.2021;16:37:13;6;4;0;619;0.834;0;1.049;0.372;0.205;53.3
Pve_A_7_t1.CSV;63;31.05.2021;16:37:24;7;4;0;981;0.895;0;1.044;0.371;0.143;58.8
Pve_A_7_t1.CSV;72;31.05.2021;16:37:33;8;4;0;1386;0.922;0;1.026;0.369;0.101;59
Pve_A_7_t1.CSV;82;31.05.2021;16:37:43;9;4;0;2015;0.936;0;1.008;0.367;0.071;60.4
Pve_A_7_t1.CSV;93;31.05.2021;16:37:54;10;4;0;2970;0.933;0;0.979;0.363;0.047;58.6
Pve_A_8_t1.CSV;2;31.05.2021;15:24:19;1;4;0;0;0.375;0;1.01;0.375;0.629;0
Pve_A_8_t1.CSV;12;31.05.2021;15:24:29;2;4;0;31;0.414;0;1.011;0.375;0.591;7.7
Pve_A_8_t1.CSV;22;31.05.2021;15:24:39;3;4;0;101;0.499;0;1.018;0.376;0.51;21.6
Pve_A_8_t1.CSV;32;31.05.2021;15:24:49;4;4;0;198;0.59;0;1.025;0.377;0.424;35.3
Pve_A_8_t1.CSV;42;31.05.2021;15:24:59;5;4;0;363;0.696;0;1.029;0.378;0.324;49.3
Pve_A_8_t1.CSV;52;31.05.2021;15:25:09;6;4;0;619;0.792;0;1.03;0.378;0.231;60.1
Pve_A_8_t1.CSV;62;31.05.2021;15:25:19;7;4;0;981;0.857;0;1.023;0.377;0.162;66.9
Pve_A_8_t1.CSV;72;31.05.2021;15:25:29;8;4;0;1386;0.889;0;1.011;0.375;0.121;70.2
Pve_A_8_t1.CSV;82;31.05.2021;15:25:39;9;4;0;2015;0.903;0;0.984;0.371;0.082;69.7
Pve_A_8_t1.CSV;92;31.05.2021;15:25:49;10;4;0;2970;0.899;0;0.949;0.366;0.053;65.7
Pve_A_9_t1.CSV;2;31.05.2021;14:53:18;1;4;0;0;0.299;0;0.829;0.299;0.639;0
Pve_A_9_t1.CSV;12;31.05.2021;14:53:28;2;4;0;31;0.302;0;0.82;0.298;0.632;8.2
Pve_A_9_t1.CSV;22;31.05.2021;14:53:38;3;4;0;101;0.348;0;0.821;0.298;0.576;24.4
Pve_A_9_t1.CSV;32;31.05.2021;14:53:48;4;4;0;198;0.405;0;0.823;0.298;0.508;42.2
Pve_A_9_t1.CSV;42;31.05.2021;14:53:58;5;4;0;363;0.489;0;0.828;0.299;0.409;62.4
Pve_A_9_t1.CSV;52;31.05.2021;14:54:08;6;4;0;619;0.578;0;0.829;0.299;0.303;78.7
Pve_A_9_t1.CSV;62;31.05.2021;14:54:18;7;4;0;981;0.641;0;0.829;0.299;0.227;93.4
Pve_A_9_t1.CSV;72;31.05.2021;14:54:28;8;4;0;1386;0.68;0;0.818;0.298;0.169;98.2
Pve_A_9_t1.CSV;82;31.05.2021;14:54:38;9;4;0;2015;0.71;0;0.807;0.296;0.12;101.7
Pve_A_9_t1.CSV;92;31.05.2021;14:54:48;10;4;0;2970;0.724;0;0.786;0.293;0.079;98.4
Pve_B_10_t1.CSV;2;31.05.2021;16:03:02;1;4;0;0;0.403;0;1.233;0.403;0.673;0
Pve_B_10_t1.CSV;12;31.05.2021;16:03:12;2;4;0;31;0.44;0;1.224;0.402;0.641;8.3
Pve_B_10_t1.CSV;22;31.05.2021;16:03:22;3;4;0;101;0.53;0;1.212;0.401;0.563;23.9
Pve_B_10_t1.CSV;32;31.05.2021;16:03:32;4;4;0;198;0.641;0;1.188;0.398;0.46;38.3
Pve_B_10_t1.CSV;42;31.05.2021;16:03:42;5;4;0;363;0.761;0;1.15;0.394;0.338;51.6
Pve_B_10_t1.CSV;52;31.05.2021;16:03:52;6;4;0;619;0.845;0;1.112;0.389;0.24;62.4
Pve_B_10_t1.CSV;62;31.05.2021;16:04:02;7;4;0;981;0.889;0;1.064;0.383;0.164;67.8
Pve_B_10_t1.CSV;72;31.05.2021;16:04:12;8;4;0;1386;0.896;0;1.016;0.377;0.118;68.8
Pve_B_10_t1.CSV;82;31.05.2021;16:04:22;9;4;0;2015;0.888;0;0.967;0.37;0.082;69.1
Pve_B_10_t1.CSV;92;31.05.2021;16:04:32;10;4;0;2970;0.867;0;0.917;0.362;0.055;68
Pve_B_11_t1.CSV;2;01.06.2021;13:31:10;1;4;0;0;0.35;0;1.095;0.35;0.68;0
Pve_B_11_t1.CSV;12;01.06.2021;13:31:20;2;4;0;31;0.379;0;1.072;0.348;0.646;8.4
Pve_B_11_t1.CSV;22;01.06.2021;13:31:30;3;4;0;101;0.437;0;1.05;0.345;0.584;24.8
Pve_B_11_t1.CSV;32;01.06.2021;13:31:40;4;4;0;198;0.511;0;1.01;0.341;0.494;41.1
Pve_B_11_t1.CSV;42;01.06.2021;13:31:50;5;4;0;363;0.608;0;0.972;0.336;0.374;57.1
Pve_B_11_t1.CSV;52;01.06.2021;13:32:00;6;4;0;619;0.685;0;0.929;0.331;0.263;68.3
Pve_B_11_t1.CSV;62;01.06.2021;13:32:10;7;4;0;981;0.724;0;0.889;0.326;0.186;76.5
Pve_B_11_t1.CSV;72;01.06.2021;13:32:20;8;4;0;1386;0.728;0;0.842;0.319;0.135;78.8
Pve_B_11_t1.CSV;82;01.06.2021;13:32:30;9;4;0;2015;0.72;0;0.794;0.312;0.093;78.9
Pve_B_11_t1.CSV;92;01.06.2021;13:32:40;10;4;0;2970;0.703;0;0.75;0.305;0.063;78.2
Pve_B_12_t1.CSV;2;01.06.2021;15:55:27;1;4;0;0;0.317;0;0.97;0.317;0.673;0
Pve_B_12_t1.CSV;12;01.06.2021;15:55:37;2;4;0;31;0.321;0;0.942;0.314;0.659;8.6
Pve_B_12_t1.CSV;22;01.06.2021;15:55:47;3;4;0;101;0.359;0;0.925;0.312;0.612;26
Pve_B_12_t1.CSV;32;01.06.2021;15:55:57;4;4;0;198;0.418;0;0.912;0.311;0.542;45
Pve_B_12_t1.CSV;42;01.06.2021;15:56:07;5;4;0;363;0.499;0;0.889;0.308;0.439;66.9
Pve_B_12_t1.CSV;52;01.06.2021;15:56:17;6;4;0;619;0.583;0;0.868;0.305;0.328;85.4
Pve_B_12_t1.CSV;62;01.06.2021;15:56:27;7;4;0;981;0.635;0;0.829;0.3;0.234;96.4
Pve_B_12_t1.CSV;72;01.06.2021;15:56:37;8;4;0;1386;0.654;0;0.798;0.296;0.18;105
Pve_B_12_t1.CSV;82;01.06.2021;15:56:47;9;4;0;2015;0.657;0;0.752;0.29;0.126;106.9
Pve_B_12_t1.CSV;92;01.06.2021;15:56:57;10;4;0;2970;0.648;0;0.707;0.283;0.083;104.1
Pve_B_13_t1.CSV;2;01.06.2021;14:44:01;1;4;0;0;0.377;0;1.022;0.377;0.631;0
Pve_B_13_t1.CSV;12;01.06.2021;14:44:11;2;4;0;31;0.454;0;1.008;0.375;0.55;7.2
Pve_B_13_t1.CSV;22;01.06.2021;14:44:21;3;4;0;101;0.57;0;0.995;0.373;0.427;18.1
Pve_B_13_t1.CSV;32;01.06.2021;14:44:31;4;4;0;198;0.661;0;0.984;0.372;0.328;27.3
Pve_B_13_t1.CSV;42;01.06.2021;14:44:41;5;4;0;363;0.745;0;0.965;0.369;0.228;34.8
Pve_B_13_t1.CSV;52;01.06.2021;14:44:51;6;4;0;619;0.803;0;0.949;0.367;0.154;40
Pve_B_13_t1.CSV;62;01.06.2021;14:45:01;7;4;0;981;0.832;0;0.93;0.364;0.105;43.4
Pve_B_13_t1.CSV;72;01.06.2021;14:45:11;8;4;0;1386;0.841;0;0.913;0.361;0.079;45.9
Pve_B_13_t1.CSV;82;01.06.2021;14:45:21;9;4;0;2015;0.845;0;0.892;0.358;0.053;44.6
Pve_B_13_t1.CSV;92;01.06.2021;14:45:31;10;4;0;2970;0.836;0;0.865;0.353;0.034;41.8
Pve_B_14_t1.CSV;2;01.06.2021;14:10:10;1;4;0;0;0.353;0;1.118;0.353;0.684;0
Pve_B_14_t1.CSV;12;01.06.2021;14:10:20;2;4;0;31;0.433;0;1.097;0.351;0.605;7.9
Pve_B_14_t1.CSV;22;01.06.2021;14:10:30;3;4;0;101;0.529;0;1.068;0.348;0.505;21.4
Pve_B_14_t1.CSV;32;01.06.2021;14:10:40;4;4;0;198;0.607;0;1.032;0.344;0.412;34.2
Pve_B_14_t1.CSV;42;01.06.2021;14:10:50;5;4;0;363;0.687;0;0.996;0.34;0.31;47.3
Pve_B_14_t1.CSV;52;01.06.2021;14:11:00;6;4;0;619;0.749;0;0.956;0.335;0.217;56.3
Pve_B_14_t1.CSV;62;01.06.2021;14:11:10;7;4;0;981;0.782;0;0.926;0.331;0.156;64.1
Pve_B_14_t1.CSV;73;01.06.2021;14:11:21;8;4;0;1386;0.789;0;0.888;0.326;0.111;64.9
Pve_B_14_t1.CSV;82;01.06.2021;14:11:30;9;4;0;2015;0.786;0;0.85;0.321;0.075;63.7
Pve_B_14_t1.CSV;92;01.06.2021;14:11:40;10;4;0;2970;0.771;0;0.811;0.315;0.049;61.5
Pve_B_15_t1.CSV;2;01.06.2021;15:19:56;1;4;0;0;0.404;0;1.132;0.404;0.643;0
Pve_B_15_t1.CSV;13;01.06.2021;15:20:07;2;4;0;31;0.509;0;1.113;0.402;0.543;7.1
Pve_B_15_t1.CSV;22;01.06.2021;15:20:16;3;4;0;101;0.653;0;1.093;0.399;0.403;17.1
Pve_B_15_t1.CSV;33;01.06.2021;15:20:27;4;4;0;198;0.762;0;1.07;0.396;0.288;23.9
Pve_B_15_t1.CSV;42;01.06.2021;15:20:36;5;4;0;363;0.848;0;1.047;0.393;0.19;29
Pve_B_15_t1.CSV;53;01.06.2021;15:20:47;6;4;0;619;0.901;0;1.026;0.39;0.122;31.7
Pve_B_15_t1.CSV;63;01.06.2021;15:20:57;7;4;0;981;0.924;0;1.006;0.387;0.082;33.6
Pve_B_15_t1.CSV;73;01.06.2021;15:21:07;8;4;0;1386;0.925;0;0.978;0.383;0.054;31.5
Pve_B_15_t1.CSV;83;01.06.2021;15:21:17;9;4;0;2015;0.916;0;0.95;0.378;0.036;30.3
Pve_B_15_t1.CSV;93;01.06.2021;15:21:27;10;4;0;2970;0.899;0;0.919;0.373;0.022;27.1
Pve_B_1_t1.CSV;2;30.05.2021;13:48:52;1;4;0;0;0.323;0;1.001;0.323;0.677;0
Pve_B_1_t1.CSV;12;30.05.2021;13:49:02;2;4;0;31;0.336;0;0.981;0.321;0.657;8.6
Pve_B_1_t1.CSV;22;30.05.2021;13:49:12;3;4;0;101;0.389;0;0.979;0.321;0.603;25.6
Pve_B_1_t1.CSV;32;30.05.2021;13:49:22;4;4;0;198;0.46;0;0.964;0.319;0.523;43.5
Pve_B_1_t1.CSV;42;30.05.2021;13:49:32;5;4;0;363;0.557;0;0.946;0.317;0.411;62.7
Pve_B_1_t1.CSV;52;30.05.2021;13:49:42;6;4;0;619;0.643;0;0.918;0.314;0.3;77.9
Pve_B_1_t1.CSV;62;30.05.2021;13:49:52;7;4;0;981;0.695;0;0.888;0.31;0.217;89.5
Pve_B_1_t1.CSV;72;30.05.2021;13:50:02;8;4;0;1386;0.711;0;0.847;0.305;0.161;93.5
Pve_B_1_t1.CSV;82;30.05.2021;13:50:12;9;4;0;2015;0.714;0;0.806;0.3;0.114;96.6
Pve_B_1_t1.CSV;92;30.05.2021;13:50:22;10;4;0;2970;0.704;0;0.763;0.293;0.077;96.5
Pve_B_2_t1.CSV;2;30.05.2021;16:21:54;1;4;0;0;0.37;0;1.179;0.37;0.686;0
Pve_B_2_t1.CSV;12;30.05.2021;16:22:04;2;4;0;31;0.387;0;1.15;0.367;0.663;8.6
Pve_B_2_t1.CSV;22;30.05.2021;16:22:14;3;4;0;101;0.451;0;1.133;0.365;0.602;25.5
Pve_B_2_t1.CSV;32;30.05.2021;16:22:24;4;4;0;198;0.545;0;1.116;0.364;0.512;42.5
Pve_B_2_t1.CSV;42;30.05.2021;16:22:34;5;4;0;363;0.659;0;1.089;0.361;0.395;60.2
Pve_B_2_t1.CSV;52;30.05.2021;16:22:44;6;4;0;619;0.754;0;1.051;0.356;0.283;73.5
Pve_B_2_t1.CSV;62;30.05.2021;16:22:54;7;4;0;981;0.808;0;1.013;0.352;0.202;83.4
Pve_B_2_t1.CSV;72;30.05.2021;16:23:04;8;4;0;1386;0.826;0;0.973;0.347;0.151;87.9
Pve_B_2_t1.CSV;82;30.05.2021;16:23:14;9;4;0;2015;0.827;0;0.923;0.34;0.104;88
Pve_B_2_t1.CSV;92;30.05.2021;16:23:24;10;4;0;2970;0.812;0;0.873;0.333;0.07;87.2
Pve_B_3_t1.CSV;2;30.05.2021;15:03:00;1;4;0;0;0.385;0;0.894;0.385;0.569;0
