nr;# t;Date;Time;No.;ML;Temp.;PAR;F;Fm;Y(II);ETR
404;3834044812;28.06.2021;12:26:52;Spi_C_3;4;0;0;0.341;0.962;0.646;
406;3834044843;28.06.2021;12:27:23;Spi_D_3;4;0;0;0.207;0.417;0.504;
407;3834044849;28.06.2021;12:27:29;Spi_D_3;4;0;0;0.211;0.492;0.571;
408;3834044853;28.06.2021;12:27:33;Spi_D_3;4;0;0;0.369;0.632;0.416;
410;3834044864;28.06.2021;12:27:44;Spi_E_3;4;0;0;0.286;0.703;0.593;
411;3834044867;28.06.2021;12:27:47;Spi_E_3;4;0;0;0.328;0.836;0.608;
412;3834044872;28.06.2021;12:27:52;Spi_E_3;4;0;0;0.34;0.793;0.571;
414;3834044884;28.06.2021;12:28:04;Spi_F_3;4;0;0;0.248;0.618;0.599;
415;3834044890;28.06.2021;12:28:10;Spi_F_3;4;0;0;0.22;0.553;0.602;
416;3834044894;28.06.2021;12:28:14;Spi_F_3;4;0;0;0.266;0.613;0.566;
418;3834044921;28.06.2021;12:28:41;Pve_A_3;4;0;0;0.354;0.969;0.635;
419;3834044926;28.06.2021;12:28:46;Pve_A_3;4;0;0;0.397;1.12;0.646;
420;3834044930;28.06.2021;12:28:50;Pve_A_3;4;0;0;0.396;1.058;0.626;
422;3834044953;28.06.2021;12:29:13;Pve_B_3;4;0;0;0.228;0.697;0.673;
423;3834044960;28.06.2021;12:29:20;Pve_B_3;4;0;0;0.137;0.409;0.665;
424;3834044965;28.06.2021;12:29:25;Pve_B_3;4;0;0;0.301;0.834;0.639;
426;3834044983;28.06.2021;12:29:43;Pve_C_3;4;0;0;0.355;0.999;0.645;
427;3834044987;28.06.2021;12:29:47;Pve_C_3;4;0;0;0.338;0.935;0.639;
428;3834044995;28.06.2021;12:29:55;Pve_C_3;4;0;0;0.434;1.168;0.628;
430;3834045004;28.06.2021;12:30:04;Pve_D_3;4;0;0;0.265;0.697;0.62;
431;3834045007;28.06.2021;12:30:07;Pve_D_3;4;0;0;0.202;0.493;0.59;
432;3834045014;28.06.2021;12:30:14;Pve_D_3;4;0;0;0.234;0.588;0.602;
434;3834045022;28.06.2021;12:30:22;Pve_E_3;4;0;0;0.337;0.817;0.588;
435;3834045026;28.06.2021;12:30:26;Pve_E_3;4;0;0;0.382;1.009;0.621;
436;3834045029;28.06.2021;12:30:29;Pve_E_3;4;0;0;0.181;0.395;0.542;
438;3834045038;28.06.2021;12:30:38;Pve_F_3;4;0;0;0.193;0.519;0.628;
439;3834045043;28.06.2021;12:30:43;Pve_F_3;4;0;0;0.307;0.875;0.649;
440;3834045048;28.06.2021;12:30:48;Pve_F_3;4;0;0;0.258;0.624;0.587;
443;3834045096;28.06.2021;12:31:36;Spi_A_4;4;0;0;0.333;0.823;0.595;
444;3834045102;28.06.2021;12:31:42;Spi_A_4;4;0;0;0.23;0.51;0.549;
445;3834045108;28.06.2021;12:31:48;Spi_A_4;4;0;0;0.288;0.743;0.612;
447;3834045124;28.06.2021;12:32:04;Spi_B_4;4;0;0;0.306;0.902;0.661;
448;3834045127;28.06.2021;12:32:07;Spi_B_4;4;0;0;0.446;1.113;0.599;
449;3834045135;28.06.2021;12:32:15;Spi_B_4;4;0;0;0.342;0.757;0.548;
451;3834045144;28.06.2021;12:32:24;Spi_C_4;4;0;0;0.255;0.736;0.654;
452;3834045148;28.06.2021;12:32:28;Spi_C_4;4;0;0;0.315;0.84;0.625;
453;3834045153;28.06.2021;12:32:33;Spi_C_4;4;0;0;0.423;0.913;0.537;
455;3834045162;28.06.2021;12:32:42;Spi_D_4;4;0;0;0.212;0.451;0.53;
456;3834045166;28.06.2021;12:32:46;Spi_D_4;4;0;0;0.26;0.586;0.556;
457;3834045171;28.06.2021;12:32:51;Spi_D_4;4;0;0;0.19;0.433;0.561;
459;3834045182;28.06.2021;12:33:02;Spi_E_4;4;0;0;0.249;0.606;0.589;
460;3834045186;28.06.2021;12:33:06;Spi_E_4;4;0;0;0.379;0.936;0.595;
461;3834045191;28.06.2021;12:33:11;Spi_E_4;4;0;0;0.296;0.74;0.6;
463;3834045201;28.06.2021;12:33:21;Spi_F_4;4;0;0;0.24;0.622;0.614;
464;3834045207;28.06.2021;12:33:27;Spi_F_4;4;0;0;0.302;0.758;0.602;
465;3834045215;28.06.2021;12:33:35;Spi_F_4;4;0;0;0.253;0.645;0.608;
467;3834045240;28.06.2021;12:34:00;Pve_A_4;4;0;0;0.293;0.666;0.56;
468;3834045246;28.06.2021;12:34:06;Pve_A_4;4;0;0;0.384;1.104;0.652;
469;3834045253;28.06.2021;12:34:13;Pve_A_4;4;0;0;0.258;0.636;0.594;
471;3834045268;28.06.2021;12:34:28;Pve_B_4;4;0;0;0.237;0.667;0.645;
472;3834045271;28.06.2021;12:34:31;Pve_B_4;4;0;0;0.2;0.539;0.629;
473;3834045276;28.06.2021;12:34:36;Pve_B_4;4;0;0;0.364;0.832;0.563;
475;3834045286;28.06.2021;12:34:46;Pve_C_4;4;0;0;0.192;0.518;0.629;
476;3834045294;28.06.2021;12:34:54;Pve_C_4;4;0;0;0.223;0.608;0.633;
477;3834045298;28.06.2021;12:34:58;Pve_C_4;4;0;0;0.306;0.794;0.615;
479;3834045309;28.06.2021;12:35:09;Pve_D_4;4;0;0;0.215;0.515;0.583;
480;3834045314;28.06.2021;12:35:14;Pve_D_4;4;0;0;0.2;0.476;0.58;
481;3834045319;28.06.2021;12:35:19;Pve_D_4;4;0;0;0.173;0.435;0.602;
483;3834045328;28.06.2021;12:35:28;Pve_E_4;4;0;0;0.292;0.773;0.622;
484;3834045331;28.06.2021;12:35:31;Pve_E_4;4;0;0;0.268;0.643;0.583;
485;3834045336;28.06.2021;12:35:36;Pve_E_4;4;0;0;0.253;0.641;0.605;
487;3834045348;28.06.2021;12:35:48;Pve_F_4;4;0;0;0.282;0.663;0.575;
488;3834045352;28.06.2021;12:35:52;Pve_F_4;4;0;0;0.158;0.358;0.559;
489;3834045358;28.06.2021;12:35:58;Pve_F_4;4;0;0;0.166;0.411;0.596;
492;3834045404;28.06.2021;12:36:44;Spi_A_5;4;0;0;0.359;0.919;0.609;
493;3834045407;28.06.2021;12:36:47;Spi_A_5;4;0;0;0.337;0.821;0.59;
494;3834045410;28.06.2021;12:36:50;Spi_A_5;4;0;0;0.215;0.49;0.561;
496;3834045419;28.06.2021;12:36:59;Spi_B_5;4;0;0;0.315;0.886;0.644;
497;3834045423;28.06.2021;12:37:03;Spi_B_5;4;0;0;0.305;0.818;0.627;
498;3834045427;28.06.2021;12:37:07;Spi_B_5;4;0;0;0.333;0.89;0.626;
500;3834045436;28.06.2021;12:37:16;Spi_C_5;4;0;0;0.243;0.683;0.644;
501;3834045439;28.06.2021;12:37:19;Spi_C_5;4;0;0;0.209;0.492;0.575;
502;3834045452;28.06.2021;12:37:32;Spi_C_5;4;0;0;0.271;0.816;0.668;
504;3834045461;28.06.2021;12:37:41;Spi_D_5;4;0;0;0.153;0.332;0.539;
505;3834045464;28.06.2021;12:37:44;Spi_D_5;4;0;0;0.145;0.331;0.562;
506;3834045467;28.06.2021;12:37:47;Spi_D_5;4;0;0;0.244;0.582;0.581;
508;3834045476;28.06.2021;12:37:56;Spi_E_5;4;0;0;0.202;0.456;0.557;
509;3834045479;28.06.2021;12:37:59;Spi_E_5;4;0;0;0.204;0.446;0.543;
510;3834045483;28.06.2021;12:38:03;Spi_E_5;4;0;0;0.327;0.807;0.595;
511;3834045491;28.06.2021;12:38:11;Spi_F_5;4;0;0;0.306;0.743;0.588;
512;3834045494;28.06.2021;12:38:14;Spi_F_5;4;0;0;0.297;0.739;0.598;
513;;28.06.2021;12:29:19;Spi_F_5;4;0;0;0.273;0.683;0.6;
515;3834045524;28.06.2021;12:38:44;Pve_A_5;4;0;0;0.326;0.908;0.641;
516;3834045529;28.06.2021;12:38:49;Pve_A_5;4;0;0;0.304;0.872;0.651;
517;3834045534;28.06.2021;12:38:54;Pve_A_5;4;0;0;0.377;0.991;0.62;
519;3834045545;28.06.2021;12:39:05;Pve_B_5;4;0;0;0.293;0.778;0.623;
520;3834045549;28.06.2021;12:39:09;Pve_B_5;4;0;0;0.317;0.91;0.652;
521;3834045555;28.06.2021;12:39:15;Pve_B_5;4;0;0;0.283;0.806;0.649;
523;3834045565;28.06.2021;12:39:25;Pve_C_5;4;0;0;0.326;0.956;0.659;
524;3834045569;28.06.2021;12:39:29;Pve_C_5;4;0;0;0.175;0.474;0.631;
525;3834045573;28.06.2021;12:39:33;Pve_C_5;4;0;0;0.31;0.941;0.671;
527;3834045582;28.06.2021;12:39:42;Pve_D_5;4;0;0;0.254;0.572;0.556;
528;3834045586;28.06.2021;12:39:46;Pve_D_5;4;0;0;0.287;0.75;0.617;
529;3834045591;28.06.2021;12:39:51;Pve_D_5;4;0;0;0.264;0.662;0.601;
531;3834045601;28.06.2021;12:40:01;Pve_E_5;4;0;0;0.224;0.616;0.636;
532;3834045607;28.06.2021;12:40:07;Pve_E_5;4;0;0;0.32;0.914;0.65;
533;3834045612;28.06.2021;12:40:12;Pve_E_5;4;0;0;0.265;0.741;0.642;
535;3834045623;28.06.2021;12:40:23;Pve_F_5;4;0;0;0.174;0.427;0.593;
536;3834045626;28.06.2021;12:40:26;Pve_F_5;4;0;0;0.206;0.52;0.604;
537;3834045632;28.06.2021;12:40:32;Pve_F_5;4;0;0;0.183;0.47;0.611;
540;3834129950;29.06.2021;12:05:50;Spi_A_6;4;0;0;0.308;0.753;0.591;
541;3834129954;29.06.2021;12:05:54;Spi_A_6;4;0;0;0.299;0.699;0.572;
542;3834129959;29.06.2021;12:05:59;Spi_A_6;4;0;0;0.28;0.688;0.593;
544;3834129968;29.06.2021;12:06:08;Spi_B_6;4;0;0;0.313;0.884;0.646;
545;3834129971;29.06.2021;12:06:11;Spi_B_6;4;0;0;0.249;0.708;0.648;
546;3834129977;29.06.2021;12:06:17;Spi_B_6;4;0;0;0.21;0.576;0.635;
548;3834129985;29.06.2021;12:06:25;Spi_C_6;4;0;0;0.281;0.881;0.681;
549;3834129992;29.06.2021;12:06:32;Spi_C_6;4;0;0;0.289;0.815;0.645;
550;3834129998;29.06.2021;12:06:38;Spi_C_6;4;0;0;0.27;0.794;0.66;
552;3834130007;29.06.2021;12:06:47;Spi_D_6;4;0;0;0.253;0.646;0.608;
553;3834130011;29.06.2021;12:06:51;Spi_D_6;4;0;0;0.304;0.769;0.605;
554;3834130018;29.06.2021;12:06:58;Spi_D_6;4;0;0;0.263;0.686;0.617;
556;3834130028;29.06.2021;12:07:08;Spi_E_6;4;0;0;0.276;0.701;0.606;
557;3834130031;29.06.2021;12:07:11;Spi_E_6;4;0;0;0.305;0.759;0.598;
558;3834130035;29.06.2021;12:07:15;Spi_E_6;4;0;0;0.294;0.749;0.607;
560;3834130043;29.06.2021;12:07:23;Spi_F_6;4;0;0;0.222;0.616;0.64;
561;3834130047;29.06.2021;12:07:27;Spi_F_6;4;0;0;0.252;0.698;0.639;
562;3834130051;29.06.2021;12:07:31;Spi_F_6;4;0;0;0.296;0.768;0.615;
564;3834130073;29.06.2021;12:07:53;Pve_A_6;4;0;0;0.321;0.924;0.653;
565;3834130076;29.06.2021;12:07:56;Pve_A_6;4;0;0;0.255;0.686;0.628;
566;3834130080;29.06.2021;12:08:00;Pve_A_6;4;0;0;0.363;1.037;0.65;
568;3834130088;29.06.2021;12:08:08;Pve_B_6;4;0;0;0.21;0.642;0.673;
569;3834130091;29.06.2021;12:08:11;Pve_B_6;4;0;0;0.197;0.553;0.644;
570;3834130095;29.06.2021;12:08:15;Pve_B_6;4;0;0;0.209;0.62;0.663;
572;3834130106;29.06.2021;12:08:26;Pve_C_6;4;0;0;0.324;0.963;0.664;
573;3834130111;29.06.2021;12:08:31;Pve_C_6;4;0;0;0.407;1.015;0.599;
574;3834130115;29.06.2021;12:08:35;Pve_C_6;4;0;0;0.307;0.837;0.633;
576;3834130129;29.06.2021;12:08:49;Pve_D_6;4;0;0;0.273;0.733;0.628;
577;3834130133;29.06.2021;12:08:53;Pve_D_6;4;0;0;0.301;0.733;0.589;
578;3834130140;29.06.2021;12:09:00;Pve_D_6;4;0;0;0.15;0.35;0.571;
580;3834130151;29.06.2021;12:09:11;Pve_E_6;4;0;0;0.28;0.8;0.65;
581;3834130154;29.06.2021;12:09:14;Pve_E_6;4;0;0;0.196;0.532;0.632;
582;3834130160;29.06.2021;12:09:20;Pve_E_6;4;0;0;0.31;0.926;0.665;
584;3834130168;29.06.2021;12:09:28;Pve_F_6;4;0;0;0.216;0.553;0.609;
585;3834130171;29.06.2021;12:09:31;Pve_F_6;4;0;0;0.295;0.7;0.579;
586;3834130176;29.06.2021;12:09:36;Pve_F_6;4;0;0;0.189;0.513;0.632;
589;3834130233;29.06.2021;12:10:33;Spi_A_7;4;0;0;0.328;0.799;0.589;
590;3834130239;29.06.2021;12:10:39;Spi_A_7;4;0;0;0.337;0.871;0.613;
591;3834130243;29.06.2021;12:10:43;Spi_A_7;4;0;0;0.293;0.67;0.563;
593;3834130254;29.06.2021;12:10:54;Spi_B_7;4;0;0;0.315;0.896;0.648;
594;3834130257;29.06.2021;12:10:57;Spi_B_7;4;0;0;0.243;0.54;0.55;
595;3834130262;29.06.2021;12:11:02;Spi_B_7;4;0;0;0.399;1.06;0.624;
597;3834130271;29.06.2021;12:11:11;Spi_C_7;4;0;0;0.298;0.821;0.637;
598;3834130275;29.06.2021;12:11:15;Spi_C_7;4;0;0;0.296;0.833;0.645;
599;3834130279;29.06.2021;12:11:19;Spi_C_7;4;0;0;0.354;0.8;0.557;
601;3834130299;29.06.2021;12:11:39;Spi_D_7;4;0;0;0.324;0.691;0.531;
602;3834130303;29.06.2021;12:11:43;Spi_D_7;4;0;0;0.285;0.639;0.554;
603;3834130306;29.06.2021;12:11:46;Spi_D_7;4;0;0;0.348;0.841;0.586;
605;3834130317;29.06.2021;12:11:57;Spi_E_7;4;0;0;0.341;0.77;0.557;
606;3834130321;29.06.2021;12:12:01;Spi_E_7;4;0;0;0.235;0.529;0.556;
607;3834130327;29.06.2021;12:12:07;Spi_E_7;4;0;0;0.293;0.758;0.613;
609;3834130335;29.06.2021;12:12:15;Spi_F_7;4;0;0;0.284;0.687;0.587;
610;3834130341;29.06.2021;12:12:21;Spi_F_7;4;0;0;0.218;0.545;0.6;
611;3834130344;29.06.2021;12:12:24;Spi_F_7;4;0;0;0.275;0.671;0.59;
613;3834130372;29.06.2021;12:12:52;Pve_A_7;4;0;0;0.318;0.852;0.627;
614;3834130376;29.06.2021;12:12:56;Pve_A_7;4;0;0;0.31;0.919;0.663;
615;3834130380;29.06.2021;12:13:00;Pve_A_7;4;0;0;0.364;1.046;0.652;
617;3834130389;29.06.2021;12:13:09;Pve_B_7;4;0;0;0.216;0.634;0.659;
618;3834130394;29.06.2021;12:13:14;Pve_B_7;4;0;0;0.212;0.642;0.67;
619;3834130400;29.06.2021;12:13:20;Pve_B_7;4;0;0;0.212;0.589;0.64;
621;3834130409;29.06.2021;12:13:29;Pve_C_7;4;0;0;0.311;0.93;0.666;
622;3834130413;29.06.2021;12:13:33;Pve_C_7;4;0;0;0.288;0.775;0.628;
623;3834130417;29.06.2021;12:13:37;Pve_C_7;4;0;0;0.329;0.933;0.647;
625;3834130427;29.06.2021;12:13:47;Pve_D_7;4;0;0;0.229;0.602;0.62;
626;3834130431;29.06.2021;12:13:51;Pve_D_7;4;0;0;0.26;0.68;0.618;
627;3834130435;29.06.2021;12:13:55;Pve_D_7;4;0;0;0.236;0.611;0.614;
629;3834130449;29.06.2021;12:14:09;Pve_E_7;4;0;0;0.192;0.555;0.654;
630;3834130452;29.06.2021;12:14:12;Pve_E_7;4;0;0;0.183;0.523;0.65;
631;3834130463;29.06.2021;12:14:23;Pve_E_7;4;0;0;0.159;0.435;0.634;
633;3834130472;29.06.2021;12:14:32;Pve_F_7;4;0;0;0.218;0.553;0.606;
634;3834130475;29.06.2021;12:14:35;Pve_F_7;4;0;0;0.182;0.429;0.576;
635;3834130481;29.06.2021;12:14:41;Pve_F_7;4;0;0;0.232;0.649;0.643;
638;3834130525;29.06.2021;12:15:25;Spi_A_8;4;0;0;0.353;0.909;0.612;
639;3834130529;29.06.2021;12:15:29;Spi_A_8;4;0;0;0.39;0.966;0.596;
640;3834130538;29.06.2021;12:15:38;Spi_A_8;4;0;0;0.321;0.747;0.57;
642;3834130547;29.06.2021;12:15:47;Spi_B_8;4;0;0;0.382;1.085;0.648;
643;3834130551;29.06.2021;12:15:51;Spi_B_8;4;0;0;0.291;0.716;0.594;
644;3834130558;29.06.2021;12:15:58;Spi_B_8;4;0;0;0.396;1.132;0.65;
646;3834130568;29.06.2021;12:16:08;Spi_C_8;4;0;0;0.279;0.755;0.63;
647;3834130571;29.06.2021;12:16:11;Spi_C_8;4;0;0;0.301;0.847;0.645;
648;3834130577;29.06.2021;12:16:17;Spi_C_8;4;0;0;0.239;0.607;0.606;
650;3834130593;29.06.2021;12:16:33;Spi_D_8;4;0;0;0.313;0.692;0.548;
651;3834130598;29.06.2021;12:16:38;Spi_D_8;4;0;0;0.185;0.388;0.523;
652;3834130603;29.06.2021;12:16:43;Spi_D_8;4;0;0;0.314;0.775;0.595;
654;3834130613;29.06.2021;12:16:53;Spi_E_8;4;0;0;0.251;0.626;0.599;
655;3834130617;29.06.2021;12:16:57;Spi_E_8;4;0;0;0.314;0.728;0.569;
656;3834130621;29.06.2021;12:17:01;Spi_E_8;4;0;0;0.281;0.715;0.607;
658;3834130637;29.06.2021;12:17:17;Spi_F_8;4;0;0;0.244;0.583;0.581;
659;3834130641;29.06.2021;12:17:21;Spi_F_8;4;0;0;0.404;1.043;0.613;
660;3834130649;29.06.2021;12:17:29;Spi_F_8;4;0;0;0.268;0.671;0.601;
662;3834130683;29.06.2021;12:18:03;Pve_A_8;4;0;0;0.329;0.818;0.598;
663;3834130686;29.06.2021;12:18:06;Pve_A_8;4;0;0;0.357;0.915;0.61;
664;3834130690;29.06.2021;12:18:10;Pve_A_8;4;0;0;0.309;0.8;0.614;
666;3834130704;29.06.2021;12:18:24;Pve_B_8;4;0;0;0.226;0.644;0.649;
667;3834130710;29.06.2021;12:18:30;Pve_B_8;4;0;0;0.169;0.491;0.656;
668;3834130713;29.06.2021;12:18:33;Pve_B_8;4;0;0;0.172;0.45;0.618;
670;3834130738;29.06.2021;12:18:58;Pve_C_8;4;0;0;0.362;1.157;0.687;
671;3834130741;29.06.2021;12:19:01;Pve_C_8;4;0;0;0.329;0.869;0.621;
672;3834130745;29.06.2021;12:19:05;Pve_C_8;4;0;0;0.327;0.907;0.639;
674;3834130754;29.06.2021;12:19:14;Pve_D_8;4;0;0;0.219;0.575;0.619;
675;3834130758;29.06.2021;12:19:18;Pve_D_8;4;0;0;0.264;0.686;0.615;
676;3834130761;29.06.2021;12:19:21;Pve_D_8;4;0;0;0.146;0.335;0.564;
678;3834130773;29.06.2021;12:19:33;Pve_E_8;4;0;0;0.265;0.733;0.638;
679;3834130778;29.06.2021;12:19:38;Pve_E_8;4;0;0;0.203;0.593;0.658;
680;3834130781;29.06.2021;12:19:41;Pve_E_8;4;0;0;0.331;0.93;0.644;
682;3834130793;29.06.2021;12:19:53;Pve_F_8;4;0;0;0.288;0.752;0.617;
683;3834130796;29.06.2021;12:19:56;Pve_F_8;4;0;0;0.21;0.493;0.574;
684;3834130799;29.06.2021;12:19:59;Pve_F_8;4;0;0;0.225;0.559;0.597;
687;3834130885;29.06.2021;12:21:25;Spi_A_9;4;0;0;0.357;0.855;0.582;
688;3834130889;29.06.2021;12:21:29;Spi_A_9;4;0;0;0.41;0.938;0.563;
689;3834130896;29.06.2021;12:21:36;Spi_A_9;4;0;0;0.341;0.721;0.527;
691;3834130912;29.06.2021;12:21:52;Spi_B_9;4;0;0;0.389;1.106;0.648;
692;3834130921;29.06.2021;12:22:01;Spi_B_9;4;0;0;0.282;0.693;0.593;
693;3834130924;29.06.2021;12:22:04;Spi_B_9;4;0;0;0.314;0.759;0.586;
695;3834130932;29.06.2021;12:22:12;Spi_C_9;4;0;0;0.308;0.846;0.636;
696;3834130937;29.06.2021;12:22:17;Spi_C_9;4;0;0;0.303;0.768;0.605;
697;3834130940;29.06.2021;12:22:20;Spi_C_9;4;0;0;0.285;0.778;0.634;
699;3834130949;29.06.2021;12:22:29;Spi_D_9;4;0;0;0.311;0.741;0.58;
700;3834130954;29.06.2021;12:22:34;Spi_D_9;4;0;0;0.23;0.504;0.544;
701;3834130962;29.06.2021;12:22:42;Spi_D_9;4;0;0;0.294;0.679;0.567;
703;3834130970;29.06.2021;12:22:50;Spi_E_9;4;0;0;0.31;0.647;0.521;
704;3834130974;29.06.2021;12:22:54;Spi_E_9;4;0;0;0.325;0.695;0.532;
705;3834130979;29.06.2021;12:22:59;Spi_E_9;4;0;0;0.318;0.794;0.599;
707;3834130988;29.06.2021;12:23:08;Spi_F_9;4;0;0;0.338;0.776;0.564;
708;3834130994;29.06.2021;12:23:14;Spi_F_9;4;0;0;0.273;0.717;0.619;
709;3834130998;29.06.2021;12:23:18;Spi_F_9;4;0;0;0.364;0.879;0.586;
711;3834131018;29.06.2021;12:23:38;Pve_A_9;4;0;0;0.291;0.808;0.64;
712;3834131022;29.06.2021;12:23:42;Pve_A_9;4;0;0;0.291;0.736;0.605;
713;3834131029;29.06.2021;12:23:49;Pve_A_9;4;0;0;0.329;0.745;0.558;
715;3834131037;29.06.2021;12:23:57;Pve_B_9;4;0;0;0.32;0.733;0.563;
716;3834131042;29.06.2021;12:24:02;Pve_B_9;4;0;0;0.21;0.554;0.621;
717;3834131045;29.06.2021;12:24:05;Pve_B_9;4;0;0;0.284;0.747;0.62;
719;3834131055;29.06.2021;12:24:15;Pve_C_9;4;0;0;0.293;0.83;0.647;
720;3834131058;29.06.2021;12:24:18;Pve_C_9;4;0;0;0.365;0.98;0.628;
721;3834131062;29.06.2021;12:24:22;Pve_C_9;4;0;0;0.415;1.02;0.593;
723;3834131070;29.06.2021;12:24:30;Pve_D_9;4;0;0;0.351;0.825;0.575;
724;3834131073;29.06.2021;12:24:33;Pve_D_9;4;0;0;0.302;0.708;0.573;
725;3834131077;29.06.2021;12:24:37;Pve_D_9;4;0;0;0.313;0.731;0.572;
727;3834131088;29.06.2021;12:24:48;Pve_E_9;4;0;0;0.368;0.914;0.597;
728;3834131091;29.06.2021;12:24:51;Pve_E_9;4;0;0;0.313;0.799;0.608;
729;3834131095;29.06.2021;12:24:55;Pve_E_9;4;0;0;0.265;0.662;0.6;
731;3834131112;29.06.2021;12:25:12;Pve_F_9;4;0;0;0.259;0.638;0.594;
732;3834131120;29.06.2021;12:25:20;Pve_F_9;4;0;0;0.336;0.832;0.596;
733;3834131125;29.06.2021;12:25:25;Pve_F_9;4;0;0;0.291;0.675;0.569;
