nr;# t;Date;Time;No.;ML;Temp.;PAR;F;Fm;Y(II);ETR
47;3834044348;28.06.2021;12:19:08;Pve_F_1;4;0;0;0.18;0.441;0.592;
48;3834044354;28.06.2021;12:19:14;Pve_F_1;4;0;0;0.145;0.356;0.593;
51;3834131213;29.06.2021;12:26:53;Spi_A_10;4;0;0;0.249;0.552;0.549;
52;3834131217;29.06.2021;12:26:57;Spi_A_10;4;0;0;0.324;0.704;0.54;
53;3834131220;29.06.2021;12:27:00;Spi_A_10;4;0;0;0.267;0.651;0.59;
55;3834131233;29.06.2021;12:27:13;Spi_B_10;4;0;0;0.29;0.771;0.624;
56;3834131236;29.06.2021;12:27:16;Spi_B_10;4;0;0;0.333;0.957;0.652;
57;3834131240;29.06.2021;12:27:20;Spi_B_10;4;0;0;0.262;0.692;0.621;
59;3834131248;29.06.2021;12:27:28;Spi_C_10;4;0;0;0.407;0.919;0.557;
60;3834131252;29.06.2021;12:27:32;Spi_C_10;4;0;0;0.247;0.721;0.657;
61;3834131255;29.06.2021;12:27:35;Spi_C_10;4;0;0;0.262;0.679;0.614;
63;3834131267;29.06.2021;12:27:47;Spi_D_10;4;0;0;0.261;0.467;0.441;
64;3834131271;29.06.2021;12:27:51;Spi_D_10;4;0;0;0.303;0.66;0.541;
65;3834131275;29.06.2021;12:27:55;Spi_D_10;4;0;0;0.204;0.491;0.585;
67;3834131285;29.06.2021;12:28:05;Spi_E_10;4;0;0;0.389;0.813;0.522;
68;3834131289;29.06.2021;12:28:09;Spi_E_10;4;0;0;0.299;0.714;0.581;
69;3834131292;29.06.2021;12:28:12;Spi_E_10;4;0;0;0.299;0.711;0.579;
71;3834131306;29.06.2021;12:28:26;Spi_F_10;4;0;0;0.227;0.567;0.6;
72;3834131312;29.06.2021;12:28:32;Spi_F_10;4;0;0;0.293;0.729;0.598;
73;3834131320;29.06.2021;12:28:40;Spi_F_10;4;0;0;0.311;0.712;0.563;
75;3834131349;29.06.2021;12:29:09;Pve_A_10;4;0;0;0.375;0.955;0.607;
76;3834131353;29.06.2021;12:29:13;Pve_A_10;4;0;0;0.267;0.596;0.552;
77;3834131357;29.06.2021;12:29:17;Pve_A_10;4;0;0;0.422;0.893;0.527;
79;3834131373;29.06.2021;12:29:33;Pve_B_10;4;0;0;0.232;0.614;0.622;
80;3834131377;29.06.2021;12:29:37;Pve_B_10;4;0;0;0.254;0.669;0.62;
81;3834131382;29.06.2021;12:29:42;Pve_B_10;4;0;0;0.157;0.387;0.594;
83;3834131391;29.06.2021;12:29:51;Pve_C_10;4;0;0;0.22;0.602;0.635;
84;3834131417;29.06.2021;12:30:17;Pve_C_10;4;0;0;0.328;0.887;0.63;
85;3834131424;29.06.2021;12:30:24;Pve_C_10;4;0;0;0.4;0.934;0.572;
87;3834131447;29.06.2021;12:30:47;Pve_D_10;4;0;0;0.227;0.499;0.545;
88;3834131450;29.06.2021;12:30:50;Pve_D_10;4;0;0;0.246;0.579;0.575;
89;3834131454;29.06.2021;12:30:54;Pve_D_10;4;0;0;0.38;0.98;0.612;
91;3834131463;29.06.2021;12:31:03;Pve_E_10;4;0;0;0.202;0.56;0.639;
92;3834131466;29.06.2021;12:31:06;Pve_E_10;4;0;0;0.208;0.512;0.594;
93;3834131469;29.06.2021;12:31:09;Pve_E_10;4;0;0;0.261;0.669;0.61;
95;3834131477;29.06.2021;12:31:17;Pve_F_10;4;0;0;0.137;0.286;0.521;
96;3834131481;29.06.2021;12:31:21;Pve_F_10;4;0;0;0.097;0.227;0.573;
97;3834131484;29.06.2021;12:31:24;Pve_F_10;4;0;0;0.193;0.479;0.597;
100;3833957614;27.06.2021;12:13:34;Spi_A_11;4;0;0;0.274;0.666;0.589;
101;3833957618;27.06.2021;12:13:38;Spi_A_11;4;0;0;0.27;0.703;0.616;
102;3833957623;27.06.2021;12:13:43;Spi_A_11;4;0;0;0.329;0.858;0.617;
104;3833957646;27.06.2021;12:14:06;Spi_B_11;4;0;0;0.323;0.686;0.529;
105;3833957650;27.06.2021;12:14:10;Spi_B_11;4;0;0;0.244;0.699;0.651;
106;3833957656;27.06.2021;12:14:16;Spi_B_11;4;0;0;0.265;0.605;0.562;
108;3833957666;27.06.2021;12:14:26;Spi_C_11;4;0;0;0.218;0.653;0.666;
109;3833957669;27.06.2021;12:14:29;Spi_C_11;4;0;0;0.267;0.77;0.653;
110;3833957673;27.06.2021;12:14:33;Spi_C_11;4;0;0;0.261;0.634;0.588;
112;3833957690;27.06.2021;12:14:50;Spi_D_11;4;0;0;0.346;0.913;0.621;
113;3833957693;27.06.2021;12:14:53;Spi_D_11;4;0;0;0.284;0.669;0.575;
114;3833957697;27.06.2021;12:14:57;Spi_D_11;4;0;0;0.456;1.208;0.623;
116;3833957707;27.06.2021;12:15:07;Spi_E_11;4;0;0;0.206;0.53;0.611;
117;3833957711;27.06.2021;12:15:11;Spi_E_11;4;0;0;0.332;0.913;0.636;
118;3833957714;27.06.2021;12:15:14;Spi_E_11;4;0;0;0.273;0.725;0.623;
120;3833957725;27.06.2021;12:15:25;Spi_F_11;4;0;0;0.24;0.63;0.619;
121;3833957731;27.06.2021;12:15:31;Spi_F_11;4;0;0;0.159;0.39;0.592;
122;3833957735;27.06.2021;12:15:35;Spi_F_11;4;0;0;0.177;0.429;0.587;
124;3833957757;27.06.2021;12:15:57;Pve_A_11;4;0;0;0.283;0.804;0.648;
125;3833957761;27.06.2021;12:16:01;Pve_A_11;4;0;0;0.312;0.828;0.623;
126;3833957766;27.06.2021;12:16:06;Pve_A_11;4;0;0;0.411;0.952;0.568;
128;3833957776;27.06.2021;12:16:16;Pve_B_11;4;0;0;0.268;0.852;0.685;
129;3833957780;27.06.2021;12:16:20;Pve_B_11;4;0;0;0.211;0.589;0.642;
130;3833957786;27.06.2021;12:16:26;Pve_B_11;4;0;0;0.234;0.695;0.663;
132;3833957796;27.06.2021;12:16:36;Pve_C_11;4;0;0;0.394;1.233;0.68;
133;3833957800;27.06.2021;12:16:40;Pve_C_11;4;0;0;0.307;0.863;0.644;
134;3833957803;27.06.2021;12:16:43;Pve_C_11;4;0;0;0.384;1.104;0.652;
136;3833957814;27.06.2021;12:16:54;Pve_D_11;4;0;0;0.337;0.861;0.609;
137;3833957818;27.06.2021;12:16:58;Pve_D_11;4;0;0;0.271;0.685;0.604;
138;3833957825;27.06.2021;12:17:05;Pve_D_11;4;0;0;0.387;1.055;0.633;
140;3833957835;27.06.2021;12:17:15;Pve_E_11;4;0;0;0.227;0.577;0.607;
141;3833957840;27.06.2021;12:17:20;Pve_E_11;4;0;0;0.192;0.451;0.574;
142;3833957846;27.06.2021;12:17:26;Pve_E_11;4;0;0;0.281;0.655;0.571;
144;3833957866;27.06.2021;12:17:46;Pve_F_11;4;0;0;0.255;0.635;0.598;
145;3833957870;27.06.2021;12:17:50;Pve_F_11;4;0;0;0.208;0.525;0.604;
146;3833957874;27.06.2021;12:17:54;Pve_F_11;4;0;0;0.322;0.689;0.533;
149;3833957950;27.06.2021;12:19:10;Spi_A_12;4;0;0;0.326;0.816;0.6;
150;3833957954;27.06.2021;12:19:14;Spi_A_12;4;0;0;0.179;0.392;0.543;
151;3833957958;27.06.2021;12:19:18;Spi_A_12;4;0;0;0.246;0.633;0.611;
153;3833957967;27.06.2021;12:19:27;Spi_B_12;4;0;0;0.292;0.853;0.658;
154;3833957970;27.06.2021;12:19:30;Spi_B_12;4;0;0;0.313;0.895;0.65;
155;3833957974;27.06.2021;12:19:34;Spi_B_12;4;0;0;0.32;0.909;0.648;
157;3833957983;27.06.2021;12:19:43;Spi_C_12;4;0;0;0.271;0.822;0.67;
158;3833957990;27.06.2021;12:19:50;Spi_C_12;4;0;0;0.344;0.841;0.591;
159;3833957994;27.06.2021;12:19:54;Spi_C_12;4;0;0;0.249;0.656;0.62;
161;3833958007;27.06.2021;12:20:07;Spi_D_12;4;0;0;0.271;0.659;0.589;
162;3833958010;27.06.2021;12:20:10;Spi_D_12;4;0;0;0.28;0.683;0.59;
163;3833958014;27.06.2021;12:20:14;Spi_D_12;4;0;0;0.265;0.626;0.577;
165;3833958029;27.06.2021;12:20:29;Spi_E_12;4;0;0;0.252;0.68;0.629;
166;3833958034;27.06.2021;12:20:34;Spi_E_12;4;0;0;0.258;0.669;0.614;
167;3833958038;27.06.2021;12:20:38;Spi_E_12;4;0;0;0.382;0.983;0.611;
169;3833958048;27.06.2021;12:20:48;Spi_F_12;4;0;0;0.205;0.489;0.581;
170;3833958052;27.06.2021;12:20:52;Spi_F_12;4;0;0;0.341;0.857;0.602;
171;3833958061;27.06.2021;12:21:01;Spi_F_12;4;0;0;0.313;0.816;0.616;
173;3833958093;27.06.2021;12:21:33;Pve_A_12;4;0;0;0.316;0.844;0.626;
174;3833958097;27.06.2021;12:21:37;Pve_A_12;4;0;0;0.292;0.797;0.634;
175;3833958102;27.06.2021;12:21:42;Pve_A_12;4;0;0;0.43;0.965;0.554;
177;3833958110;27.06.2021;12:21:50;Pve_B_12;4;0;0;0.248;0.689;0.64;
178;3833958114;27.06.2021;12:21:54;Pve_B_12;4;0;0;0.236;0.66;0.642;
179;3833958120;27.06.2021;12:22:00;Pve_B_12;4;0;0;0.298;0.785;0.62;
181;3833958133;27.06.2021;12:22:13;Pve_C_12;4;0;0;0.284;0.781;0.636;
182;3833958140;27.06.2021;12:22:20;Pve_C_12;4;0;0;0.384;1.099;0.651;
183;3833958145;27.06.2021;12:22:25;Pve_C_12;4;0;0;0.416;0.92;0.548;
185;3833958321;27.06.2021;12:25:21;Spi_D_12;4;0;0;0.304;0.794;0.617;
186;3833958330;27.06.2021;12:25:30;Spi_D_12;4;0;0;0.214;0.509;0.58;
187;3833958337;27.06.2021;12:25:37;Spi_D_12;4;0;0;0.301;0.777;0.613;
189;3833958350;27.06.2021;12:25:50;Pve_E_12;4;0;0;0.21;0.562;0.626;
190;3833958358;27.06.2021;12:25:58;Pve_E_12;4;0;0;0.271;0.666;0.593;
191;3833958364;27.06.2021;12:26:04;Pve_E_12;4;0;0;0.215;0.56;0.616;
193;3833958382;27.06.2021;12:26:22;Pve_F_12;4;0;0;0.278;0.633;0.561;
194;3833958386;27.06.2021;12:26:26;Pve_F_12;4;0;0;0.19;0.467;0.593;
195;3833958392;27.06.2021;12:26:32;Pve_F_12;4;0;0;0.245;0.605;0.595;
198;3833958584;27.06.2021;12:29:44;Spi_A_13;4;0;0;0.304;0.76;0.6;
199;3833958590;27.06.2021;12:29:50;Spi_A_13;4;0;0;0.166;0.389;0.573;
200;3833958596;27.06.2021;12:29:56;Spi_A_13;4;0;0;0.205;0.489;0.581;
202;3833958608;27.06.2021;12:30:08;Spi_B_13;4;0;0;0.348;1.022;0.659;
203;3833958611;27.06.2021;12:30:11;Spi_B_13;4;0;0;0.345;0.976;0.647;
204;3833958615;27.06.2021;12:30:15;Spi_B_13;4;0;0;0.29;0.697;0.584;
206;3833958626;27.06.2021;12:30:26;Spi_C_13;4;0;0;0.229;0.687;0.667;
207;3833958631;27.06.2021;12:30:31;Spi_C_13;4;0;0;0.755;1.903;0.603;
208;3833958636;27.06.2021;12:30:36;Spi_C_13;4;0;0;0.319;0.714;0.553;
210;3833958648;27.06.2021;12:30:48;Spi_D_13;4;0;0;0.252;0.587;0.571;
211;3833958652;27.06.2021;12:30:52;Spi_D_13;4;0;0;0.258;0.523;0.507;
212;3833958657;27.06.2021;12:30:57;Spi_D_13;4;0;0;0.204;0.485;0.579;
214;3833958667;27.06.2021;12:31:07;Spi_E_13;4;0;0;0.195;0.478;0.592;
215;3833958680;27.06.2021;12:31:20;Spi_E_13;4;0;0;0.139;0.328;0.576;
216;3833958684;27.06.2021;12:31:24;Spi_E_13;4;0;0;0.199;0.482;0.587;
218;3833958694;27.06.2021;12:31:34;Spi_F_13;4;0;0;0.26;0.627;0.585;
219;3833958701;27.06.2021;12:31:41;Spi_F_13;4;0;0;0.255;0.629;0.595;
220;3833958707;27.06.2021;12:31:47;Spi_F_13;4;0;0;0.268;0.681;0.606;
222;3833958731;27.06.2021;12:32:11;Pve_A_13;4;0;0;0.336;0.888;0.622;
223;3833958738;27.06.2021;12:32:18;Pve_A_13;4;0;0;0.292;0.818;0.643;
224;3833958744;27.06.2021;12:32:24;Pve_A_13;4;0;0;0.314;0.596;0.473;
226;3833958755;27.06.2021;12:32:35;Pve_B_13;4;0;0;0.244;0.679;0.641;
227;3833958759;27.06.2021;12:32:39;Pve_B_13;4;0;0;0.185;0.471;0.607;
228;3833958763;27.06.2021;12:32:43;Pve_B_13;4;0;0;0.302;0.733;0.588;
230;3833958775;27.06.2021;12:32:55;Pve_C_13;4;0;0;0.374;1.127;0.668;
231;3833958779;27.06.2021;12:32:59;Pve_C_13;4;0;0;0.31;0.853;0.637;
232;3833958783;27.06.2021;12:33:03;Pve_C_13;4;0;0;0.376;0.901;0.583;
234;3833958796;27.06.2021;12:33:16;Pve_D_13;4;0;0;0.371;0.935;0.603;
235;3833958800;27.06.2021;12:33:20;Pve_D_13;4;0;0;0.312;0.767;0.593;
236;3833958804;27.06.2021;12:33:24;Pve_D_13;4;0;0;0.26;0.63;0.587;
238;3833958813;27.06.2021;12:33:33;Pve_E_13;4;0;0;0.235;0.62;0.621;
239;3833958817;27.06.2021;12:33:37;Pve_E_13;4;0;0;0.157;0.4;0.608;
240;3833958820;27.06.2021;12:33:40;Pve_E_13;4;0;0;0.26;0.625;0.584;
242;3833958829;27.06.2021;12:33:49;Pve_F_13;4;0;0;0.183;0.396;0.538;
243;3833958833;27.06.2021;12:33:53;Pve_F_13;4;0;0;0.209;0.519;0.597;
244;3833958838;27.06.2021;12:33:58;Pve_F_13;4;0;0;0.271;0.673;0.597;
247;3833958889;27.06.2021;12:34:49;Spi_A_14;4;0;0;0.187;0.459;0.593;
248;3833958893;27.06.2021;12:34:53;Spi_A_14;4;0;0;0.293;0.746;0.607;
249;3833958897;27.06.2021;12:34:57;Spi_A_14;4;0;0;0.283;0.697;0.594;
251;3833958907;27.06.2021;12:35:07;Spi_B_14;4;0;0;0.344;0.892;0.614;
252;3833958911;27.06.2021;12:35:11;Spi_B_14;4;0;0;0.321;0.845;0.62;
253;3833958915;27.06.2021;12:35:15;Spi_B_14;4;0;0;0.377;1.013;0.628;
255;3833958923;27.06.2021;12:35:23;Spi_C_14;4;0;0;0.241;0.722;0.666;
256;3833958927;27.06.2021;12:35:27;Spi_C_14;4;0;0;0.309;0.885;0.651;
257;3833958932;27.06.2021;12:35:32;Spi_C_14;4;0;0;0.238;0.705;0.662;
259;3833958945;27.06.2021;12:35:45;Spi_D_14;4;0;0;0.186;0.452;0.588;
260;3833958949;27.06.2021;12:35:49;Spi_D_14;4;0;0;0.191;0.455;0.58;
261;3833958955;27.06.2021;12:35:55;Spi_D_14;4;0;0;0.231;0.556;0.585;
263;3833958967;27.06.2021;12:36:07;Spi_E_14;4;0;0;0.372;0.852;0.563;
264;3833958970;27.06.2021;12:36:10;Spi_E_14;4;0;0;0.23;0.523;0.56;
265;3833958974;27.06.2021;12:36:14;Spi_E_14;4;0;0;0.341;0.853;0.6;
267;3833958984;27.06.2021;12:36:24;Spi_F_14;4;0;0;0.291;0.709;0.59;
268;3833958988;27.06.2021;12:36:28;Spi_F_14;4;0;0;0.253;0.62;0.592;
269;3833958994;27.06.2021;12:36:34;Spi_F_14;4;0;0;0.433;1.214;0.643;
271;3833959021;27.06.2021;12:37:01;Pve_A_14;4;0;0;0.281;0.814;0.655;
272;3833959024;27.06.2021;12:37:04;Pve_A_14;4;0;0;0.298;0.835;0.643;
273;3833959029;27.06.2021;12:37:09;Pve_A_14;4;0;0;0.281;0.769;0.635;
275;3833959038;27.06.2021;12:37:18;Pve_B_14;4;0;0;0.211;0.65;0.675;
276;3833959043;27.06.2021;12:37:23;Pve_B_14;4;0;0;0.169;0.491;0.656;
277;3833959052;27.06.2021;12:37:32;Pve_B_14;4;0;0;0.289;0.885;0.673;
279;3833959064;27.06.2021;12:37:44;Pve_C_14;4;0;0;0.36;1.061;0.661;
280;3833959068;27.06.2021;12:37:48;Pve_C_14;4;0;0;0.317;0.884;0.641;
281;3833959076;27.06.2021;12:37:56;Pve_C_14;4;0;0;0.237;0.662;0.642;
283;3833959087;27.06.2021;12:38:07;Pve_D_14;4;0;0;0.305;0.787;0.612;
284;3833959093;27.06.2021;12:38:13;Pve_D_14;4;0;0;0.197;0.501;0.607;
285;3833959099;27.06.2021;12:38:19;Pve_D_14;4;0;0;0.24;0.6;0.6;
287;3833959110;27.06.2021;12:38:30;Pve_E_14;4;0;0;0.275;0.741;0.629;
288;3833959114;27.06.2021;12:38:34;Pve_E_14;4;0;0;0.248;0.646;0.616;
289;3833959117;27.06.2021;12:38:37;Pve_E_14;4;0;0;0.213;0.559;0.619;
291;3833959128;27.06.2021;12:38:48;Pve_F_14;4;0;0;0.195;0.475;0.589;
292;3833959133;27.06.2021;12:38:53;Pve_F_14;4;0;0;0.202;0.467;0.567;
293;3833959141;27.06.2021;12:39:01;Pve_F_14;4;0;0;0.195;0.475;0.589;
296;3833959189;27.06.2021;12:39:49;Spi_A_15;4;0;0;0.349;0.871;0.599;
297;3833959192;27.06.2021;12:39:52;Spi_A_15;4;0;0;0.262;0.618;0.576;
298;3833959196;27.06.2021;12:39:56;Spi_A_15;4;0;0;0.185;0.425;0.565;
300;3833959210;27.06.2021;12:40:10;Spi_B_15;4;0;0;0.218;0.543;0.599;
301;3833959215;27.06.2021;12:40:15;Spi_B_15;4;0;0;0.303;0.841;0.64;
302;3833959220;27.06.2021;12:40:20;Spi_B_15;4;0;0;0.356;1.047;0.66;
304;3833959232;27.06.2021;12:40:32;Spi_C_15;4;0;0;0.291;0.813;0.642;
305;3833959236;27.06.2021;12:40:36;Spi_C_15;4;0;0;0.277;0.842;0.671;
306;3833959239;27.06.2021;12:40:39;Spi_C_15;4;0;0;0.355;0.936;0.621;
308;3833959251;27.06.2021;12:40:51;Spi_D_15;4;0;0;0.37;0.92;0.598;
309;3833959254;27.06.2021;12:40:54;Spi_D_15;4;0;0;0.345;0.83;0.584;
310;3833959261;27.06.2021;12:41:01;Spi_D_15;4;0;0;0.456;1.208;0.623;
312;3833959270;27.06.2021;12:41:10;Spi_E_15;4;0;0;0.432;0.994;0.565;
313;3833959274;27.06.2021;12:41:14;Spi_E_15;4;0;0;0.321;0.844;0.62;
314;3833959278;27.06.2021;12:41:18;Spi_E_15;4;0;0;0.315;0.759;0.585;
316;3833959287;27.06.2021;12:41:27;Spi_F_15;4;0;0;0.222;0.53;0.581;
317;3833959291;27.06.2021;12:41:31;Spi_F_15;4;0;0;0.338;0.891;0.621;
318;3833959296;27.06.2021;12:41:36;Spi_F_15;4;0;0;0.388;1.03;0.623;
320;3833959324;27.06.2021;12:42:04;Pve_A_15;4;0;0;0.289;0.801;0.639;
321;3833959328;27.06.2021;12:42:08;Pve_A_15;4;0;0;0.296;0.758;0.609;
322;3833959332;27.06.2021;12:42:12;Pve_A_15;4;0;0;0.254;0.697;0.636;
324;3833959342;27.06.2021;12:42:22;Pve_B_15;4;0;0;0.219;0.597;0.633;
325;3833959348;27.06.2021;12:42:28;Pve_B_15;4;0;0;0.22;0.657;0.665;
326;3833959352;27.06.2021;12:42:32;Pve_B_15;4;0;0;0.393;0.955;0.588;
328;3833959363;27.06.2021;12:42:43;Pve_C_15;4;0;0;0.266;0.713;0.627;
329;3833959366;27.06.2021;12:42:46;Pve_C_15;4;0;0;0.262;0.705;0.628;
330;3833959375;27.06.2021;12:42:55;Pve_C_15;4;0;0;0.34;0.94;0.638;
332;3833959390;27.06.2021;12:43:10;Pve_D_15;4;0;0;0.333;0.855;0.611;
333;3833959394;27.06.2021;12:43:14;Pve_D_15;4;0;0;0.238;0.518;0.541;
334;3833959398;27.06.2021;12:43:18;Pve_D_15;4;0;0;0.361;0.952;0.621;
336;3833959407;27.06.2021;12:43:27;Pve_E_15;4;0;0;0.341;0.872;0.609;
337;3833959411;27.06.2021;12:43:31;Pve_E_15;4;0;0;0.267;0.734;0.636;
338;3833959414;27.06.2021;12:43:34;Pve_E_15;4;0;0;0.291;0.805;0.639;
340;3833959424;27.06.2021;12:43:44;Pve_F_15;4;0;0;0.258;0.474;0.456;
341;3833959432;27.06.2021;12:43:52;Pve_F_15;4;0;0;0.164;0.415;0.605;
342;3833959436;27.06.2021;12:43:56;Pve_F_15;4;0;0;0.271;0.574;0.528;
345;3834044420;28.06.2021;12:20:20;Spi_A_2;4;0;0;0.239;0.543;0.56;
346;3834044425;28.06.2021;12:20:25;Spi_A_2;4;0;0;0.306;0.793;0.614;
347;3834044429;28.06.2021;12:20:29;Spi_A_2;4;0;0;0.231;0.545;0.576;
349;3834044439;28.06.2021;12:20:39;Spi_B_2;4;0;0;0.22;0.564;0.61;
350;3834044444;28.06.2021;12:20:44;Spi_B_2;4;0;0;0.267;0.724;0.631;
351;3834044449;28.06.2021;12:20:49;Spi_B_2;4;0;0;0.222;0.505;0.56;
353;3834044458;28.06.2021;12:20:58;Spi_C_2;4;0;0;0.227;0.545;0.583;
354;3834044463;28.06.2021;12:21:03;Spi_C_2;4;0;0;0.2;0.561;0.643;
355;3834044470;28.06.2021;12:21:10;Spi_C_2;4;0;0;0.257;0.7;0.633;
357;3834044480;28.06.2021;12:21:20;Spi_D_2;4;0;0;0.556;1.222;0.545;
358;3834044487;28.06.2021;12:21:27;Spi_D_2;4;0;0;0.238;0.531;0.552;
359;3834044492;28.06.2021;12:21:32;Spi_D_2;4;0;0;0.327;0.777;0.579;
361;3834044504;28.06.2021;12:21:44;Spi_E_2;4;0;0;0.298;0.762;0.609;
362;3834044511;28.06.2021;12:21:51;Spi_E_2;4;0;0;0.293;0.719;0.592;
363;3834044515;28.06.2021;12:21:55;Spi_E_2;4;0;0;0.328;0.803;0.592;
365;3834044524;28.06.2021;12:22:04;Spi_F_2;4;0;0;0.297;0.675;0.56;
366;3834044529;28.06.2021;12:22:09;Spi_F_2;4;0;0;0.313;0.74;0.577;
367;3834044536;28.06.2021;12:22:16;Spi_F_2;4;0;0;0.285;0.702;0.594;
369;3834044556;28.06.2021;12:22:36;Pve_A_2;4;0;0;0.306;0.872;0.649;
370;3834044560;28.06.2021;12:22:40;Pve_A_2;4;0;0;0.364;1.041;0.65;
371;3834044565;28.06.2021;12:22:45;Pve_A_2;4;0;0;0.312;0.884;0.647;
373;3834044574;28.06.2021;12:22:54;Pve_B_2;4;0;0;0.309;0.961;0.678;
374;3834044579;28.06.2021;12:22:59;Pve_B_2;4;0;0;0.233;0.691;0.663;
375;3834044589;28.06.2021;12:23:09;Pve_B_2;4;0;0;0.301;0.935;0.678;
377;3834044606;28.06.2021;12:23:26;Pve_C_2;4;0;0;0.258;0.717;0.64;
378;3834044614;28.06.2021;12:23:34;Pve_C_2;4;0;0;0.329;0.921;0.643;
379;3834044619;28.06.2021;12:23:39;Pve_C_2;4;0;0;0.259;0.738;0.649;
381;3834044637;28.06.2021;12:23:57;Pve_D_2;4;0;0;0.247;0.594;0.584;
382;3834044641;28.06.2021;12:24:01;Pve_D_2;4;0;0;0.27;0.672;0.598;
383;3834044645;28.06.2021;12:24:05;Pve_D_2;4;0;0;0.28;0.695;0.597;
385;3834044659;28.06.2021;12:24:19;Pve_E_2;4;0;0;0.276;0.769;0.641;
386;3834044664;28.06.2021;12:24:24;Pve_E_2;4;0;0;0.224;0.637;0.648;
387;3834044671;28.06.2021;12:24:31;Pve_E_2;4;0;0;0.388;1.089;0.644;
389;3834044682;28.06.2021;12:24:42;Pve_F_2;4;0;0;0.256;0.639;0.599;
390;3834044686;28.06.2021;12:24:46;Pve_F_2;4;0;0;0.202;0.486;0.584;
391;3834044690;28.06.2021;12:24:50;Pve_F_2;4;0;0;0.278;0.719;0.613;
394;3834044762;28.06.2021;12:26:02;Spi_A_3;4;0;0;0.245;0.602;0.593;
395;3834044766;28.06.2021;12:26:06;Spi_A_3;4;0;0;0.176;0.413;0.574;
396;3834044770;28.06.2021;12:26:10;Spi_A_3;4;0;0;0.282;0.609;0.537;
398;3834044783;28.06.2021;12:26:23;Spi_B_3;4;0;0;0.385;0.982;0.608;
399;3834044787;28.06.2021;12:26:27;Spi_B_3;4;0;0;0.305;0.735;0.585;
400;3834044791;28.06.2021;12:26:31;Spi_B_3;4;0;0;0.271;0.679;0.601;
402;3834044803;28.06.2021;12:26:43;Spi_C_3;4;0;0;0.249;0.641;0.612;
403;3834044806;28.06.2021;12:26:46;Spi_C_3;4;0;0;0.398;1.058;0.624;
