# t;Date;Time;No.;ML;Temp.;PAR;F;Fm;Y(II);ETR
13858;28.06.2021;19:08:13;Pve_E_4;4;0;0;0.153;0;0.558;
13870;28.06.2021;19:08:25;Pve_F_4;4;0;0;0.116;0;0.367;
13886;28.06.2021;19:08:41;Spi_A_5;4;0;0;0.166;0;0.492;
13901;28.06.2021;19:08:56;Spi_B_5;4;0;0;0.18;0;0.621;
13913;28.06.2021;19:09:08;Spi_C_5;4;0;0;0.173;0;0.593;
13926;28.06.2021;19:09:21;Spi_D_5;4;0;0;0.184;0;0.53;
13945;28.06.2021;19:09:40;Spi_E_5;4;0;0;0.165;0;0.481;
13956;28.06.2021;19:09:51;Spi_F_5;4;0;0;0.27;0;0.684;
13973;28.06.2021;19:10:08;Pve_A_5;4;0;0;0.16;0;0.597;
13988;28.06.2021;19:10:23;Pve_B_5;4;0;0;0.296;0;1.049;
14004;28.06.2021;19:10:39;Pve_C_5;4;0;0;0.179;0;0.572;
14025;28.06.2021;19:11:00;Pve_D_5;4;0;0;0.165;0;0.481;
14038;28.06.2021;19:11:13;Pve_E_5;4;0;0;0.143;0;0.541;
14056;28.06.2021;19:11:31;Pve_F_5;4;0;0;0.185;0;0.533;
12013;29.06.2021;18:53:55;Spi_A_6;4;0;0;0.252;0;0.766;
12024;29.06.2021;18:54:06;Spi_B_6;4;0;0;0.159;0;0.543;
12036;29.06.2021;18:54:18;Spi_C_6;4;0;0;0.157;0;0.562;
12050;29.06.2021;18:54:32;Spi_D_6;4;0;0;0.308;0;0.897;
12068;29.06.2021;18:54:50;Spi_E_6;4;0;0;0.225;0;0.693;
12079;29.06.2021;18:55:01;Spi_F_6;4;0;0;0.297;0;0.873;
12102;29.06.2021;18:55:24;Pve_A_6;4;0;0;0.182;0;0.608;
12116;29.06.2021;18:55:38;Pve_B_6;4;0;0;0.135;0;0.454;
12133;29.06.2021;18:55:55;Pve_C_6;4;0;0;0.213;0;0.708;
12150;29.06.2021;18:56:12;Pve_D_6;4;0;0;0.119;0;0.316;
12168;29.06.2021;18:56:30;Pve_E_6;4;0;0;0.167;0;0.642;
12183;29.06.2021;18:56:45;Pve_F_6;4;0;0;0.125;0;0.342;
12196;29.06.2021;18:56:58;Spi_A_7;4;0;0;0.129;0;0.366;
12217;29.06.2021;18:57:19;Spi_B_7;4;0;0;0.1;0;0.297;
12228;29.06.2021;18:57:30;Spi_C_7;4;0;0;0.221;0;0.829;
12244;29.06.2021;18:57:46;Spi_D_7;4;0;0;0.194;0;0.542;
12258;29.06.2021;18:58:00;Spi_E_7;4;0;0;0.211;0;0.659;
12271;29.06.2021;18:58:13;Spi_F_7;4;0;0;0.216;0;0.636;
12286;29.06.2021;18:58:28;Pve_A_7;4;0;0;0.22;0;0.817;
12300;29.06.2021;18:58:42;Pve_B_7;4;0;0;0.131;0;0.462;
12315;29.06.2021;18:58:57;Pve_C_7;4;0;0;0.16;0;0.568;
12329;29.06.2021;18:59:11;Pve_D_7;4;0;0;0.207;0;0.587;
12350;29.06.2021;18:59:32;Pve_E_7;4;0;0;0.152;0;0.53;
12364;29.06.2021;18:59:46;Pve_F_7;4;0;0;0.164;0;0.516;
12379;29.06.2021;19:00:01;Spi_A_8;4;0;0;0.271;0;0.828;
12393;29.06.2021;19:00:15;Spi_B_8;4;0;0;0.252;0;0.864;
12413;29.06.2021;19:00:35;Spi_C_8;4;0;0;0.238;0;0.863;
12424;29.06.2021;19:00:46;Spi_D_8;4;0;0;0.242;0;0.668;
12440;29.06.2021;19:01:02;Spi_E_8;4;0;0;0.148;0;0.428;
12455;29.06.2021;19:01:17;Spi_F_8;4;0;0;0.186;0;0.536;
12475;29.06.2021;19:01:37;Pve_A_8;4;0;0;0.142;0;0.437;
12494;29.06.2021;19:01:56;Pve_B_8;4;0;0;0.138;0;0.46;
12507;29.06.2021;19:02:09;Pve_C_8;4;0;0;0.27;0;0.87;
12521;29.06.2021;19:02:23;Pve_D_8;4;0;0;0.227;0;0.66;
12539;29.06.2021;19:02:41;Pve_E_8;4;0;0;0.163;0;0.604;
12552;29.06.2021;19:02:54;Pve_F_8;4;0;0;0.204;0;0.6;
12571;29.06.2021;19:03:13;Spi_A_9;4;0;0;0.326;0;0.955;
12589;29.06.2021;19:03:31;Spi_B_9;4;0;0;0.147;0;0.497;
12607;29.06.2021;19:03:49;Spi_C_9;4;0;0;0.275;0;0.983;
12624;29.06.2021;19:04:06;Spi_D_9;4;0;0;0.341;0;0.969;
12641;29.06.2021;19:04:23;Spi_E_9;4;0;0;0.23;0;0.682;
12655;29.06.2021;19:04:37;Spi_F_9;4;0;0;0.241;0;0.642;
12673;29.06.2021;19:04:55;Pve_A_9;4;0;0;0.235;0;0.76;
12689;29.06.2021;19:05:11;Pve_B_9;4;0;0;0.253;0;0.859;
12712;29.06.2021;19:05:34;Pve_C_9;4;0;0;0.216;0;0.667;
12725;29.06.2021;19:05:47;Pve_D_9;4;0;0;0.227;0;0.648;
12740;29.06.2021;19:06:02;Pve_E_9;4;0;0;0.174;0;0.591;
12756;29.06.2021;19:06:18;Pve_F_9;4;0;0;0.155;0;0.448;
12776;29.06.2021;19:06:38;Spi_A_10;4;0;0;0.315;0;0.88;
12798;29.06.2021;19:07:00;Spi_B_10;4;0;0;0.289;0;0.954;
12815;29.06.2021;19:07:17;Spi_C_10;4;0;0;0.314;0;1.053;
12830;29.06.2021;19:07:32;Spi_D_10;4;0;0;0.209;0;0.522;
12847;29.06.2021;19:07:49;Spi_E_10;4;0;0;0.223;0;0.599;
12865;29.06.2021;19:08:07;Spi_F_10;4;0;0;0.283;0;0.81;
12884;29.06.2021;19:08:26;Pve_A_10;4;0;0;0.255;0;0.802;
12906;29.06.2021;19:08:48;Pve_B_10;4;0;0;0.15;0;0.506;
12923;29.06.2021;19:09:05;Pve_C_10;4;0;0;0.199;0;0.632;
12941;29.06.2021;19:09:23;Pve_D_10;4;0;0;0.266;0;0.741;
12959;29.06.2021;19:09:41;Pve_E_10;4;0;0;0.178;0;0.612;
12978;29.06.2021;19:10:00;Pve_F_10;4;0;0;0.308;0;0.683;
