# Filename;t;Date;Time;No.;ML;Temp.;PAR;F;Fo';Fm';~Fo';Y(II);ETR
Pve_A_10_t2.CSV;2;29.06.2021;12:52:35;1;4;0;0;0.447;0;1.175;0.447;0.62;0
Pve_A_10_t2.CSV;12;29.06.2021;12:52:45;2;4;0;31;0.498;0;1.16;0.445;0.571;7.4
Pve_A_10_t2.CSV;22;29.06.2021;12:52:55;3;4;0;101;0.573;0;1.155;0.444;0.504;21.4
Pve_A_10_t2.CSV;32;29.06.2021;12:53:05;4;4;0;198;0.643;0;1.14;0.442;0.436;36.3
Pve_A_10_t2.CSV;42;29.06.2021;12:53:15;5;4;0;363;0.736;0;1.131;0.44;0.349;53.2
Pve_A_10_t2.CSV;52;29.06.2021;12:53:25;6;4;0;619;0.827;0;1.119;0.439;0.261;67.8
Pve_A_10_t2.CSV;62;29.06.2021;12:53:35;7;4;0;981;0.895;0;1.102;0.436;0.188;77.4
Pve_A_10_t2.CSV;72;29.06.2021;12:53:45;8;4;0;1386;0.928;0;1.076;0.432;0.138;80.1
Pve_A_10_t2.CSV;82;29.06.2021;12:53:55;9;4;0;2015;0.943;0;1.047;0.427;0.099;84.1
Pve_A_10_t2.CSV;92;29.06.2021;12:54:05;10;4;0;2970;0.935;0;0.996;0.418;0.061;76.4
Pve_A_11_t2.CSV;2;27.06.2021;15:31:22;1;4;0;0;0.297;0;0.854;0.297;0.652;0
Pve_A_11_t2.CSV;13;27.06.2021;15:31:33;2;4;0;31;0.306;0;0.851;0.297;0.64;8.3
Pve_A_11_t2.CSV;23;27.06.2021;15:31:43;3;4;0;101;0.37;0;0.85;0.297;0.565;24
Pve_A_11_t2.CSV;32;27.06.2021;15:31:52;4;4;0;198;0.443;0;0.85;0.297;0.479;39.8
Pve_A_11_t2.CSV;43;27.06.2021;15:32:03;5;4;0;363;0.534;0;0.848;0.296;0.37;56.5
Pve_A_11_t2.CSV;53;27.06.2021;15:32:13;6;4;0;619;0.62;0;0.846;0.296;0.267;69.5
Pve_A_11_t2.CSV;63;27.06.2021;15:32:23;7;4;0;981;0.681;0;0.839;0.295;0.188;77.6
Pve_A_11_t2.CSV;73;27.06.2021;15:32:33;8;4;0;1386;0.717;0;0.832;0.294;0.138;80.5
Pve_A_11_t2.CSV;82;27.06.2021;15:32:42;9;4;0;2015;0.74;0;0.82;0.293;0.098;82.6
Pve_A_11_t2.CSV;93;27.06.2021;15:32:53;10;4;0;2970;0.751;0;0.803;0.291;0.065;80.8
Pve_A_12_t2.CSV;2;27.06.2021;13:43:49;1;4;0;0;0.31;0;0.852;0.31;0.636;0
Pve_A_12_t2.CSV;12;27.06.2021;13:43:59;2;4;0;31;0.307;0;0.837;0.308;0.633;8.2
Pve_A_12_t2.CSV;22;27.06.2021;13:44:09;3;4;0;101;0.35;0;0.841;0.309;0.584;24.8
Pve_A_12_t2.CSV;32;27.06.2021;13:44:19;4;4;0;198;0.408;0;0.842;0.309;0.515;42.9
Pve_A_12_t2.CSV;42;27.06.2021;13:44:29;5;4;0;363;0.491;0;0.844;0.309;0.418;63.8
Pve_A_12_t2.CSV;52;27.06.2021;13:44:39;6;4;0;619;0.579;0;0.841;0.309;0.312;81
Pve_A_12_t2.CSV;63;27.06.2021;13:44:50;7;4;0;981;0.647;0;0.837;0.308;0.227;93.5
Pve_A_12_t2.CSV;72;27.06.2021;13:44:59;8;4;0;1386;0.686;0;0.83;0.307;0.173;101
Pve_A_12_t2.CSV;82;27.06.2021;13:45:09;9;4;0;2015;0.712;0;0.809;0.304;0.12;101.5
Pve_A_12_t2.CSV;92;27.06.2021;13:45:19;10;4;0;2970;0.725;0;0.786;0.301;0.078;96.8
Pve_A_13_t2.CSV;2;27.06.2021;14:43:36;1;4;0;0;0.346;0;0.974;0.346;0.645;0
Pve_A_13_t2.CSV;12;27.06.2021;14:43:46;2;4;0;31;0.363;0;0.958;0.344;0.621;8.1
Pve_A_13_t2.CSV;22;27.06.2021;14:43:56;3;4;0;101;0.426;0;0.96;0.344;0.556;23.6
