"ID_time";"alpha";"beta";"rETRmax";"Ek";"ps"
"173";"Pve_C_8_t0";0.619719339436287;0;210.319711708058;339.37897096994;210.319711708058
"174";"Pve_C_8_t1";0.595866912584561;0.00428264273482887;169.677242348553;284.756946165346;177.076766800287
"175";"Pve_C_8_t2";0.583955196545909;0.000489799519431381;179.555189067351;307.481104936506;180.776809942391
"176";"Pve_C_8_t3";0.543989499489101;0.00372813407690933;133.3124181868;245.064322587114;138.89557301851
"177";"Pve_C_9_t0";0.591431048807215;0;298.409800192913;504.555519692006;298.409800192913
"178";"Pve_C_9_t1";0.572116314096064;0.00494305256324304;65.7684365810287;114.95640826978;69.1216967167361
"179";"Pve_C_9_t2";0.658925491035047;0.00104749921626376;250.886758456423;380.7513320851;253.873738711553
"180";"Pve_C_9_t3";0.535382592129452;0.0106254672980915;70.0228661511012;130.790330467394;77.2198732409307
"181";"Pve_D_1_t0";0.389739611522435;0;211.347359494676;542.278365468401;211.347359494676
"182";"Pve_D_1_t1";0.578805670217241;0;313.000544821134;540.769658845354;313.000544821134
"183";"Pve_D_1_t2";0.513742282688393;0;223.169533718844;434.399778330501;223.169533718844
"184";"Pve_D_1_t3";0.616206621568867;0;279.427125340127;453.463360436964;279.427125340127
"185";"Pve_D_10_t0";0.534147543473132;0.00371083576414704;274.145155243121;513.238633394391;285.760084149664
"186";"Pve_D_10_t1";0.597446371168662;0;295.734529669879;494.997616424373;295.734529669879
"187";"Pve_D_10_t2";0.557908800374353;0;272.175252023102;487.84900299202;272.175252023102
"188";"Pve_D_10_t3";0.608318185717272;0.000551388891317935;231.863443419874;381.154877272791;233.552239420168
"189";"Pve_D_11_t0";0.460184028048482;0;206.501067567854;448.735842579262;206.501067567854
"190";"Pve_D_11_t1";0.544290993176462;0.00345470563280181;208.679622838025;383.397163381629;216.866616501996
"191";"Pve_D_11_t2";0.567377085258037;0.000846246080438676;240.511016413243;423.89977082677;243.219708345165
"192";"Pve_D_11_t3";0.580480856909611;0;215.270495896885;370.848570343819;215.270495896885
"193";"Pve_D_12_t0";0.470639057017559;0;182.971108909575;388.771620589807;182.971108909575
"194";"Pve_D_12_t1";0.567600349628653;0;250.786237645707;441.83594638337;250.786237645707
"195";"Pve_D_12_t2";0.595465407985334;0.00490370657453226;226.189746961748;379.853714302274;237.262278779307
"196";"Pve_D_12_t3";0.487021105833432;0.00110802298779291;160.820542480773;330.212675702346;163.434524686951
"197";"Pve_D_13_t0";0.464561662255098;0;239.377779350831;515.276654962942;239.377779350831
"198";"Pve_D_13_t1";0.499650143278089;0;258.084822311807;516.531068356295;258.084822311807
"199";"Pve_D_13_t2";0.552554710289003;0.000670952469072489;195.833449232352;354.414586620618;197.676472418193
"200";"Pve_D_13_t3";0.521608803939154;0;273.13231464133;523.634402982952;273.13231464133
"201";"Pve_D_14_t0";0.432214090092562;0;196.550484782874;454.752608228901;196.550484782874
"202";"Pve_D_14_t1";0.538425911909334;0;252.794105278809;469.505831140938;252.794105278809
"203";"Pve_D_14_t2";0.502240975126978;0;191.333060212069;380.95868256009;191.333060212069
"204";"Pve_D_14_t3";0.548185376880044;0;175.056469997542;319.338087772174;175.056469997542
"205";"Pve_D_15_t0";0.502347596931539;0;261.454245155705;520.464807142964;261.454245155705
"206";"Pve_D_15_t1";0.487707938412353;0.00115471789963758;198.972548028241;407.974798761655;202.320230846862
"207";"Pve_D_15_t2";0.474083000748483;0;142.718850421199;301.041906577274;142.718850421199
"208";"Pve_D_15_t3";0.491093024222577;0;196.284114295821;399.688255817822;196.284114295821
"209";"Pve_D_2_t0";0.481691973520445;0;252.384302993358;523.953723265945;252.384302993358
"210";"Pve_D_2_t1";0.553796657616542;0;336.904001219842;608.353258522409;336.904001219842
"211";"Pve_D_2_t2";0.540640514853653;0;157.976572890101;292.202616248366;157.976572890101
"212";"Pve_D_2_t3";0.567967132229356;0;205.890646073047;362.504508429732;205.890646073047
"213";"Pve_D_3_t0";0.515562428553645;0;238.191413686435;462.00304850502;238.191413686435
"214";"Pve_D_3_t1";0.557108849585088;0.00620514660285036;253.360499087222;454.777372996165;269.375328818497
"215";"Pve_D_3_t2";0.467165219095114;0;217.14918718614;464.82310392617;217.14918718614
"216";"Pve_D_3_t3";0.486352245177401;0;203.563166812763;418.550893578195;203.563166812763
"217";"Pve_D_4_t0";0.431890980780935;0.0207987110224713;166.95406839493;386.565304265089;202.976898178271
"218";"Pve_D_4_t1";0.585575183695043;0;251.471898555632;429.44425508065;251.471898555632
"219";"Pve_D_4_t2";0.537243901045083;0;273.884328843497;509.795138317474;273.884328843497
"220";"Pve_D_4_t3";0.560398788717149;0;264.641545833719;472.23789765772;264.641545833719
"221";"Pve_D_5_t0";0.480932327508717;0;248.471974342909;516.646438865987;248.471974342909
"222";"Pve_D_5_t1";0.541725724527737;0;217.551160150794;401.589125826449;217.551160150794
"223";"Pve_D_5_t2";0.553709875039782;0;205.257500864654;370.695033838628;205.257500864654
"224";"Pve_D_5_t3";0.544706020966896;0;251.347361863655;461.436724010309;251.347361863655
"225";"Pve_D_6_t0";0.451933790911345;0;183.576376235539;406.201925873587;183.576376235539
"226";"Pve_D_6_t1";0.524350550826141;0;281.835045569839;537.493562514226;281.835045569839
"227";"Pve_D_6_t2";0.5770858767601;0;214.428429057779;371.571091397405;214.428429057779
"228";"Pve_D_6_t3";0.603832481577182;0;265.948737169046;440.434632589489;265.948737169046
"229";"Pve_D_7_t0";0.390160387658255;0;127.264801767071;326.185860463476;127.264801767071
"230";"Pve_D_7_t1";0.565878858872778;0;271.171081255919;479.203414306885;271.171081255919
"231";"Pve_D_7_t2";0.554648164079081;0;335.052651419224;604.08142155403;335.052651419224
"232";"Pve_D_7_t3";0.60066957885502;0;205.729926431228;342.50099168229;205.729926431228
"233";"Pve_D_8_t0";0.518473570643498;0.0043860193895166;304.374242689721;587.058357308263;319.617760868876
"234";"Pve_D_8_t1";0.565087483084071;0;356.545670115226;630.956587764626;356.545670115226
"235";"Pve_D_8_t2";0.546851715840876;0;273.800787666622;500.685615012851;273.800787666622
"236";"Pve_D_8_t3";0.585163882822133;0;285.455908642114;487.822158923096;285.455908642114
"237";"Pve_D_9_t0";0.579643922311105;0;323.419213661499;557.961881791137;323.419213661499
"238";"Pve_D_9_t1";0.5817082366992;0;365.921093089619;629.045748373744;365.921093089619
"239";"Pve_D_9_t2";0.598380981048963;0;281.141852929845;469.837548040052;281.141852929845
"240";"Pve_D_9_t3";0.549301854768125;0;251.467106279381;457.794023625739;251.467106279381
"241";"Pve_E_1_t0";0.535712448392088;0;276.464413963957;516.068676010331;276.464413963957
"242";"Pve_E_1_t1";0.530761220961782;0;190.973176195862;359.809964732922;190.973176195862
"243";"Pve_E_1_t2";0.543888914176292;0;176.214058888665;323.989061544924;176.214058888665
"244";"Pve_E_1_t3";0.459555913973566;0;206.887334997474;450.189691192561;206.887334997474
"245";"Pve_E_10_t0";0.548736189801414;0;232.949910322392;424.520770913061;232.949910322392
"246";"Pve_E_10_t1";0.620574732685125;0;236.271214633121;380.729672332636;236.271214633121
"247";"Pve_E_10_t2";0.614097643760265;0.00101712896743625;185.473379259933;302.025876738813;187.761885498668
"248";"Pve_E_10_t3";0.608621816131734;0;190.692118431982;313.317914963973;190.692118431982
"249";"Pve_E_11_t0";0.501162894534537;0;193.033256426375;385.170687079013;193.033256426375
"250";"Pve_E_11_t1";0.498246869636543;0;184.001164933108;369.297182072276;184.001164933108
"251";"Pve_E_11_t2";0.535298121588199;0;163.072985685987;304.639562720972;163.072985685987
"252";"Pve_E_11_t3";0.525391632966449;0.000210883439595736;134.872107933446;256.707757548279;135.350471622652
"253";"Pve_E_12_t0";0.505779018527854;0.0113036184777158;197.501700064745;390.49010107142;219.926142529021
"254";"Pve_E_12_t1";0.534095414209065;0.0110510465702563;218.709255224128;409.494725859071;241.988034709637
"255";"Pve_E_12_t2";0.518160676324336;0.00701911685599509;153.544413890861;296.325871310913;164.992245825495
"256";"Pve_E_12_t3";0.471359403086442;0;167.16339003791;354.641042362433;167.16339003791
"257";"Pve_E_13_t0";0.628178545326373;0.00155033604905043;171.06507249631;272.319189773399;174.048451024741
"258";"Pve_E_13_t1";0.601086575486808;0.00787997219364515;203.876122171337;339.179297102455;218.662594307759
"259";"Pve_E_13_t2";0.684104497026696;0;165.662454922401;242.159575974745;165.662454922401
"260";"Pve_E_13_t3";0.51792185986239;0;177.164281362832;342.067587975344;177.164281362832
"261";"Pve_E_14_t0";0.596120077759857;0;237.805399132431;398.921975629596;237.805399132431
"262";"Pve_E_14_t1";0.620532624473904;0;214.453292324975;345.59551563754;214.453292324975
"263";"Pve_E_14_t2";0.645999134183388;0;254.358605862846;393.744499649186;254.358605862846
"264";"Pve_E_14_t3";0.696454646089872;0;198.458565652574;284.95547666569;198.458565652574
"265";"Pve_E_15_t0";0.602492005414482;0;204.434805826428;339.315383422868;204.434805826428
"266";"Pve_E_15_t1";0.618148352188719;0.00243382725489984;187.457106132189;303.255853499322;192.346199943518
"267";"Pve_E_15_t2";0.612687093810978;0;186.893579657382;305.039197896081;186.893579657382
"268";"Pve_E_15_t3";0.589097430256143;0;224.592405129513;381.248319198845;224.592405129513
"269";"Pve_E_2_t0";0.598260794588205;0.039272898558656;256.392129457975;428.562479402407;328.076258470619
"270";"Pve_E_2_t1";0.644495605809142;0;245.250040720687;380.530198359978;245.250040720687
"271";"Pve_E_2_t2";0.630377292307758;0;225.273997952433;357.363757707267;225.273997952433
"272";"Pve_E_2_t3";0.615510649070355;0;199.523855291106;324.159875369271;199.523855291106
"273";"Pve_E_3_t0";0.371058756872523;0;102.000280585193;274.889835358973;102.000280585193
"274";"Pve_E_3_t1";0.582263844159378;0.00650974565745327;224.015452616289;384.731861446253;238.220412169803
"275";"Pve_E_3_t2";0.557005597192214;0;191.595055221508;343.973303297689;191.595055221508
"276";"Pve_E_3_t3";0.58432370752425;0;180.763319521173;309.354758661185;180.763319521173
"277";"Pve_E_4_t0";0.5280043250702;0.00545498140303664;163.450332393039;309.562487715054;173.145868155444
"278";"Pve_E_4_t1";0.59152240294365;0;157.620430259328;266.465698467118;157.620430259328
"279";"Pve_E_4_t2";0.65084238915209;0;191.598964984298;294.386118940273;191.598964984298
"280";"Pve_E_4_t3";0.603820897886149;0;143.924227032398;238.355822953871;143.924227032398
"281";"Pve_E_5_t0";0.528749474331863;0.0160787201973034;193.694357884896;366.325390922897;222.153186287178
