Filename	Surface	Volume	Vertices	Edges	Faces
t0_Pve_C_12	1811.259888	4361.439453	57887	173655	115770
t0_Pve_C_13	1126.141235	2173.196777	35842	107520	
t0_Pve_C_14	1920.691528	5687.772461	62473	187413	124942
t0_Pve_C_15	1859.672607	4774.267090	54723	164163	109442
t0_Pve_C_2	1609.519653	3828.556152	48508	145518	
t0_Pve_C_3	1926.471191	4285.070313	60517	181545	121030
t0_Pve_C_4	1293.172485	2346.442383	39944	119826	
t0_Pve_C_5	1532.370361	3392.294189	47201	141597	
t0_Pve_C_6	1035.786865	2264.929932	32144	96426	
t0_Pve_C_7	1223.729248	2705.940674	38398	115188	
t0_Pve_C_8	1019.166809	2214.301270	31961	95877	
t0_Pve_C_9	1247.987183	2599.063721	38420	115254	
t0_Pve_D_1	1093.022217	1557.335938	35800	107394	
t0_Pve_D_10	1098.773804	1653.208008	34127	102375	
t0_Pve_D_11	997.530334	1337.454102	32605	97809	
t0_Pve_D_12	787.128601	1027.615234	25874	77616	
t0_Pve_D_13	572.418640	731.255005	18668	55998	
t0_Pve_D_14	564.846069	740.317810	18210	54624	
t0_Pve_D_15	685.606934	872.474792	21709	65121	
t0_Pve_D_2	1309.691895	2245.649658	42699	128091	
t0_Pve_D_3	1053.055542	1393.567383	31267	93795	
t0_Pve_D_4	861.447632	1212.036621	26240	78714	
t0_Pve_D_5	1392.680542	2011.789307	44346	133032	
t0_Pve_D_6	972.143066	1410.029663	30461	91377	
t0_Pve_D_7	1027.442871	1460.143188	31700	95094	
t0_Pve_D_8	751.406433	908.152588	24162	72480	
t0_Pve_D_9	768.673523	1157.353516	24200	72594	
t0_Pve_E_1	656.961914	957.610229	20556	61662	
t0_Pve_E_10	595.114807	820.760681	18995	56979	
t0_Pve_E_11	1159.007568	1816.458008	37257	111765	
t0_Pve_E_12	1121.859863	1792.725830	35692	107070	
t0_Pve_E_13	937.470337	1318.898193	29313	87933	
t0_Pve_E_14	830.266541	1145.709106	26356	79062	
t0_Pve_E_15	768.205505	1050.480347	24405	73209	
t0_Pve_E_2	703.043762	906.514160	22756	68262	
t0_Pve_E_3	630.660767	944.277344	20207	60615	
t0_Pve_E_4	958.209412	1680.410278	29990	89964	
t0_Pve_E_5	761.843811	1049.736572	24606	73812	
t0_Pve_E_6	804.559509	1106.980469	25599	76791	
t0_Pve_E_7	439.282532	509.711487	13848	41538	
t0_Pve_E_8	711.317078	1029.582520	21733	65193	
t0_Pve_E_9	783.312561	1106.181396	24056	72162	
t0_Pve_F_1	1197.911499	1342.198608	32787	98355	
t0_Pve_F_10	1019.026978	915.650940	30701	92091	
t0_Pve_F_11	907.018005	949.121704	27087	81255	
t0_Pve_F_13	849.226257	830.655945	25967	77895	
t0_Pve_F_14	1479.857300	1447.277832	44500	133512	
t0_Pve_F_15	894.442017	866.853516	26770	80310	
t0_Pve_F_2	1261.776611	1278.308960	37395	112179	
t0_Pve_F_3	844.595764	733.381714	25759	77271	
t0_Pve_F_4	900.603149	928.521484	25556	76662	
t0_Pve_F_5	936.527649	822.362488	29624	88866	
t0_Pve_F_6	837.380005	720.432251	26341	79023	
t0_Pve_F_7	809.281616	698.637939	25080	75240	
t0_Pve_F_8	689.091248	640.826477	21391	64167	
t0_Pve_F_9	732.310059	610.383301	22709	68121	
t0_Spi_A_1	1412.437012	2133.538574	44306	132912	
t0_Spi_A_10	1068.883667	1543.825684	34740	104214	
t0_Spi_A_11	1489.255371	2281.260254	46375	139119	
t0_Spi_A_12	1249.118164	1862.569824	38426	115272	
t0_Spi_A_13	1398.644531	2128.320313	45518	136548	
t0_Spi_A_14	1377.768555	2035.628540	43715	131139	
t0_Spi_A_15	1505.396851	2384.035400	46507	139515	
t0_Spi_A_2	1406.548706	2298.868896	44659	133971	
t0_Spi_A_3	1262.471436	1820.143311	37548	112638	
t0_Spi_A_4	1354.019653	2001.180908	42992	128970	
t0_Spi_A_5	1380.970947	2266.017090	41347	124035	
t0_Spi_A_6	986.736145	1670.633301	30901	92697	
t0_Spi_A_7	1007.362915	1451.275269	31267	93795	
t0_Spi_A_8	950.232300	1408.652954	30657	91965	
t0_Spi_A_9	1109.193237	1588.861938	34826	104472	
t0_Spi_B_1	677.083801	883.126038	21427	64275	
t0_Spi_B_10	889.240417	1316.796021	27632	82890	
t0_Spi_B_11	852.868896	1277.132202	26251	78747	
t0_Spi_B_12	626.186218	925.105652	19835	59499	
t0_Spi_B_13	726.095642	972.149841	21491	64467	
t0_Spi_B_15	530.850037	697.394775	17030	51084	
t0_Spi_B_2	803.275146	1121.532349	25112	75330	
t0_Spi_B_3	499.195221	646.396179	15809	47421	
t0_Spi_B_4	715.312805	993.658752	21894	65676	
t0_Spi_B_5	610.440491	739.009277	19899	59691	
t0_Spi_B_6	1057.253906	1530.573608	31607	94815	
t0_Spi_B_8	556.939514	679.246582	17944	53826	
t0_Spi_B_9	714.073242	962.499268	22943	68823	
t0_Spi_C_1	1309.850220	2619.011230	37784	113346	
t0_Spi_C_10	855.089233	1382.434326	27127	81381	
t0_Spi_C_11	925.453674	1629.257690	28102	84300	
t0_Spi_C_12	951.083862	1661.321167	29761	89277	
t0_Spi_C_13	936.651001	1635.110840	29591	88767	
t0_Spi_C_14	1027.756470	2010.966187	31363	94083	
t0_Spi_C_15	896.247559	1444.993042	27706	83112	
t0_Spi_C_2	857.437500	1401.017090	26543	79623	
t0_Spi_C_3	1553.504395	3282.728760	47904	143712	
t0_Spi_C_4	1221.775391	2330.624268	38121	114357	
t0_Spi_C_5	1409.286011	2702.129883	41872	125610	
t0_Spi_C_6	745.162842	1119.063354	23105	69309	
t0_Spi_C_7	1178.408813	2324.735596	35295	105879	
t0_Spi_C_8	951.519653	1642.852417	30056	90162	
t0_Spi_C_9	888.498291	1552.825439	28153	84453	
t0_Spi_D_1	997.654907	1418.855591	29383	88143	
t0_Spi_D_10	732.075378	928.186646	23116	69342	
t0_Spi_D_11	1318.822388	1878.016357	40459	121371	
t0_Spi_D_12	1417.507813	2027.946289	43545	130629	
t0_Spi_D_13	1424.839722	1991.800781	44717	134145	
t0_Spi_D_14	1884.809204	2764.062988	59867	179595	119730
t0_Spi_D_15	2704.935547	3883.928711	79048	237174	158116
t0_Spi_D_3	1239.691895	1652.363281	38810	116424	
t0_Spi_D_4	594.319092	745.463867	17704	53106	
t0_Spi_D_5	983.828186	1257.590698	31762	95280	
t0_Spi_D_6	661.427368	810.266968	21303	63903	
t0_Spi_D_7	544.056946	700.748047	17349	52041	
t0_Spi_D_8	1180.322998	1525.988037	38340	115014	
t0_Spi_D_9	1282.658325	1683.807007	39108	117318	
t0_Spi_E_1	780.454956	1151.266357	24534	73596	
t0_Spi_E_10	1015.201416	1686.892212	28447	85335	
t0_Spi_E_11	1403.298706	2146.178711	40440	121314	
t0_Spi_E_12	1136.022339	1904.357056	32750	98244	
t0_Spi_E_13	1618.585938	2505.379395	49653	148953	
t0_Spi_E_14	1094.607422	1695.199951	33507	100515	
t0_Spi_E_15	1028.442017	1503.489258	28920	86754	
t0_Spi_E_2	653.443665	868.946106	19526	58572	
t0_Spi_E_3	832.605652	1302.127441	24851	74547	
t0_Spi_E_4	885.082947	1393.728638	25373	76113	
t0_Spi_E_5	720.564392	943.925415	22386	67152	
t0_Spi_E_6	763.113464	1156.867065	24239	72711	
t0_Spi_E_7	1065.748291	1731.188843	31160	93474	
t0_Spi_E_8	952.473083	1409.242554	30395	91179	
t0_Spi_E_9	1006.134460	1642.066895	30336	91002	
t0_Spi_F_1	1023.688110	1430.325439	31414	94236	
t0_Spi_F_10	1437.607910	1906.182983	43999	131991	
t0_Spi_F_11	1096.534790	1440.021851	34477	103425	
t0_Spi_F_12	688.504089	889.095581	21753	65253	
t0_Spi_F_13	1161.793457	1529.084106	36625	109869	
t0_Spi_F_14	818.778381	1101.681763	24370	73104	
t0_Spi_F_15	957.701538	1147.522705	30774	92316	
t0_Spi_F_2	556.055054	677.559814	18125	54369	
t0_Spi_F_3	753.999817	894.442688	23760	71274	
t0_Spi_F_4	1109.645874	1576.612793	34622	103860	
t0_Spi_F_5	940.846558	1158.340332	30256	90762	
t0_Spi_F_6	1293.369507	1596.564331	40560	121674	
t0_Spi_F_7	1057.091675	1410.374756	32568	97698	
t0_Spi_F_8	1288.485474	1595.897095	39488	118458	
t0_Spi_F_9	1133.309448	1423.996338	35776	107322	
