Filename	Surface	Volume	Vertices	Edges	Faces
t1_Spi_A_4	1617.722168	2325.269775	51984	155946	103964
t1_Spi_A_5	1557.427856	2409.903809	49524	148566	
t1_Spi_A_6	1183.983643	1898.669312	38847	116535	
t1_Spi_A_7	1189.141357	1630.631714	38268	114798	
t1_Spi_A_8	1175.989014	1748.857300	36805	110409	
t1_Spi_A_9	1207.535034	1851.517944	37966	113892	
t1_Spi_B_1	704.595947	947.033325	22603	67803	
t1_Spi_B_10	942.526855	1365.023438	30260	90774	
t1_Spi_B_11	873.185730	1238.485352	27968	83898	
t1_Spi_B_12	671.192627	1011.516541	21337	64005	
t1_Spi_B_13	746.554871	974.654846	23240	69714	
t1_Spi_B_14	735.988281	1042.444824	23956	71862	
t1_Spi_B_15	521.992615	648.083130	16485	49449	
t1_Spi_B_2	802.721436	1145.300049	25020	75054	
t1_Spi_B_3	528.508728	694.620239	17352	52050	
t1_Spi_B_4	727.869751	1001.088074	23235	69699	
t1_Spi_B_5	618.343018	765.212708	19757	59265	
t1_Spi_B_6	1145.128662	1615.996948	37488	112458	
t1_Spi_B_7	813.059265	1088.642456	25708	77118	
t1_Spi_B_8	558.541687	710.097290	16654	49956	
t1_Spi_B_9	729.076111	966.258484	23126	69372	
t1_Spi_C_1	1424.245728	2763.751465	45752	137250	
t1_Spi_C_10	912.222534	1550.160889	29060	87174	
t1_Spi_C_11	1005.084534	1733.568604	32822	98460	
t1_Spi_C_12	1068.133789	1808.261230	35001	104997	
t1_Spi_C_13	1062.658813	1862.493652	34237	102705	
t1_Spi_C_14	1202.760742	2252.733887	39245	117729	
t1_Spi_C_15	978.308716	1575.504272	30919	92751	
t1_Spi_C_2	936.166809	1514.278687	29508	88518	
t1_Spi_C_3	1715.788208	3597.295654	55977	167925	111950
t1_Spi_C_4	1436.408081	2608.870117	46741	140217	
t1_Spi_C_5	1544.522217	2784.608154	49988	149958	
t1_Spi_C_6	828.776733	1217.600464	26421	79257	
t1_Spi_C_7	1272.688843	2440.968750	40385	121149	
t1_Spi_C_8	1032.950562	1768.677002	33446	100332	
t1_Spi_C_9	967.710999	1702.432739	31512	94530	
t1_Spi_D_1	1038.965820	1401.429932	34202	102600	
t1_Spi_D_10	742.645142	917.829163	23938	71808	
t1_Spi_D_11	1265.231445	1824.204590	38164	114486	
t1_Spi_D_12	1412.254883	2006.645874	42507	127515	
t1_Spi_D_13	1463.198853	2098.448486	44226	132672	
t1_Spi_D_14	1822.623901	2760.559326	55130	165384	110256
t1_Spi_D_15	2575.492432	3678.937988	77889	233673	155782
t1_Spi_D_2	937.737793	1242.987061	29991	89967	
t1_Spi_D_3	1207.871094	1643.672852	37322	111960	
t1_Spi_D_4	591.260437	712.359253	18661	55977	
t1_Spi_D_5	979.349548	1271.774048	31052	93150	
t1_Spi_D_6	665.811218	827.213806	21292	63870	
t1_Spi_D_7	557.361023	706.742798	17877	53625	
t1_Spi_D_8	1163.334106	1557.379395	36758	110268	
t1_Spi_D_9	1259.650757	1654.960083	39253	117753	
t1_Spi_E_1	869.494019	1294.636475	27475	82419	
t1_Spi_E_10	1037.069946	1539.518433	33255	99759	
t1_Spi_E_11	1500.436768	2223.110107	47733	143193	
t1_Spi_E_12	1210.537842	1931.541504	37542	112620	
t1_Spi_E_13	1861.566162	2835.734131	58604	175806	117204
t1_Spi_E_14	1202.661987	1844.205566	38700	116094	
t1_Spi_E_15	1170.693970	1627.711548	37234	111696	
t1_Spi_E_2	664.086487	854.212646	21664	64986	
t1_Spi_E_3	917.195007	1371.972168	29596	88782	
t1_Spi_E_4	1009.111694	1485.177734	31693	95073	
t1_Spi_E_5	746.252747	955.073669	23636	70908	
t1_Spi_E_6	799.331909	1167.457153	25444	76326	
t1_Spi_E_7	1138.638428	1795.774170	36421	109257	
t1_Spi_E_8	1036.891724	1577.818359	31455	94359	
t1_Spi_E_9	1076.452759	1732.731934	34153	102453	
t1_Spi_F_1	1103.417114	1482.280762	34663	103983	
t1_Spi_F_10	1536.641113	1964.030396	47399	142191	
t1_Spi_F_11	1128.061523	1466.711426	34851	104547	
t1_Spi_F_12	710.325500	927.901733	22753	68253	
t1_Spi_F_13	1244.216064	1546.257568	39834	119496	
t1_Spi_F_14	924.440796	1180.459961	29390	88164	
t1_Spi_F_15	1001.134888	1199.579834	32318	96948	
t1_Spi_F_2	572.213745	698.329590	18552	55650	
t1_Spi_F_3	779.597473	863.349182	24444	73326	
t1_Spi_F_4	1229.250732	1710.097778	37713	113133	
t1_Spi_F_5	971.751099	1191.370605	30098	90288	
t1_Spi_F_6	1309.731201	1673.637573	39672	119010	
t1_Spi_F_7	1139.572632	1430.203125	35707	107115	
t1_Spi_F_8	1409.818848	1746.609131	42457	127365	
t1_Spi_F_9	1180.867554	1470.388672	36642	109920	
