ID;spec;conc;value;parameter
Pve_A_1;Pve;0,0;102,2155085599194;FvFm
Pve_A_10;Pve;100,0;195,2595936794582;FvFm
Pve_A_11;Pve;0,0;139,5537525354970;FvFm
Pve_A_12;Pve;0,1;115,0815217391304;FvFm
Pve_A_13;Pve;1,0;53,3333333333333;FvFm
Pve_A_14;Pve;10,0;114,4927536231884;FvFm
Pve_A_15;Pve;100,0;71,7536813922356;FvFm
Pve_A_2;Pve;0,1;135,9375000000000;FvFm
Pve_A_3;Pve;1,0;68,3966635773865;FvFm
Pve_A_4;Pve;10,0;132,7743902439024;FvFm
Pve_A_5;Pve;100,0;101,9471488178025;FvFm
Pve_A_6;Pve;0,0;108,0428954423593;FvFm
Pve_A_7;Pve;0,1;106,8571428571429;FvFm
Pve_A_8;Pve;1,0;83,8935574229692;FvFm
Pve_A_9;Pve;10,0;103,6363636363636;FvFm
Pve_B_1;Pve;0,0;51,8726591760300;FvFm
Pve_B_10;Pve;100,0;136,6101694915255;FvFm
Pve_B_11;Pve;0,0;87,2037914691943;FvFm
Pve_B_12;Pve;0,1;64,0115858073859;FvFm
Pve_B_13;Pve;1,0;36,1589403973510;FvFm
Pve_B_14;Pve;10,0;72,2991689750693;FvFm
Pve_B_15;Pve;100,0;83,0687830687831;FvFm
Pve_B_2;Pve;0,1;92,7554980595084;FvFm
Pve_B_3;Pve;1,0;121,7158176943700;FvFm
Pve_B_4;Pve;10,0;126,6009852216749;FvFm
Pve_B_5;Pve;100,0;85,6898029134533;FvFm
Pve_B_6;Pve;0,0;73,2234809474768;FvFm
Pve_B_7;Pve;0,1;179,5053003533569;FvFm
Pve_B_8;Pve;1,0;73,6250000000000;FvFm
Pve_B_9;Pve;10,0;96,4516129032258;FvFm
Pve_C_1;Pve;0,0;160,3644646924829;FvFm
Pve_C_10;Pve;100,0;213,2911392405063;FvFm
Pve_C_11;Pve;0,0;48,9457831325301;FvFm
Pve_C_12;Pve;0,1;98,5743380855397;FvFm
Pve_C_13;Pve;1,0;88,3910386965377;FvFm
Pve_C_14;Pve;10,0;102,9147982062780;FvFm
Pve_C_15;Pve;100,0;140,2476780185758;FvFm
Pve_C_2;Pve;0,1;113,6191677175284;FvFm
Pve_C_3;Pve;1,0;108,0882352941177;FvFm
Pve_C_4;Pve;10,0;132,2834645669291;FvFm
Pve_C_5;Pve;100,0;102,9279279279279;FvFm
Pve_C_6;Pve;0,0;89,7571277719113;FvFm
Pve_C_7;Pve;0,1;112,2691292875990;FvFm
Pve_C_8;Pve;1,0;52,9411764705882;FvFm
Pve_C_9;Pve;10,0;102,8608582574772;FvFm
Pve_D_1;Pve;0,0;79,0801186943620;FvFm
Pve_D_10;Pve;100,0;158,9201877934272;FvFm
Pve_D_11;Pve;0,0;142,3728813559322;FvFm
Pve_D_12;Pve;0,1;189,9470899470899;FvFm
Pve_D_13;Pve;1,0;189,7698209718670;FvFm
Pve_D_14;Pve;10,0;191,5869980879541;FvFm
Pve_D_15;Pve;100,0;213,8666666666667;FvFm
Pve_D_2;Pve;0,1;111,2804878048780;FvFm
Pve_D_3;Pve;1,0;68,9189189189189;FvFm
Pve_D_4;Pve;10,0;75,0424448217318;FvFm
Pve_D_5;Pve;100,0;178,9915966386555;FvFm
Pve_D_6;Pve;0,0;114,5054945054945;FvFm
Pve_D_7;Pve;0,1;47,0494417862839;FvFm
Pve_D_8;Pve;1,0;72,1417069243156;FvFm
Pve_D_9;Pve;10,0;66,2121212121212;FvFm
Pve_E_1;Pve;0,0;98,1132075471698;FvFm
Pve_E_10;Pve;100,0;100,3003003003003;FvFm
Pve_E_11;Pve;0,0;54,1528239202658;FvFm
Pve_E_12;Pve;0,1;71,1065573770492;FvFm
Pve_E_13;Pve;1,0;98,3277591973244;FvFm
Pve_E_14;Pve;10,0;59,8265895953757;FvFm
Pve_E_15;Pve;100,0;163,3943427620632;FvFm
Pve_E_2;Pve;0,1;57,6456310679612;FvFm
Pve_E_3;Pve;1,0;58,3572110792741;FvFm
Pve_E_4;Pve;10,0;93,4210526315789;FvFm
Pve_E_5;Pve;100,0;127,2873194221509;FvFm
Pve_E_6;Pve;0,0;366,6666666666667;FvFm
Pve_E_7;Pve;0,1;209,6045197740113;FvFm
Pve_E_8;Pve;1,0;197,5903614457831;FvFm
Pve_E_9;Pve;10,0;45,5097087378641;FvFm
Pve_F_1;Pve;0,0;95,5598455598456;FvFm
Pve_F_10;Pve;100,0;138,8012618296530;FvFm
Pve_F_11;Pve;0,0;64,1325536062378;FvFm
Pve_F_12;Pve;0,1;88,6206896551724;FvFm
Pve_F_13;Pve;1,0;96,9534050179211;FvFm
Pve_F_14;Pve;10,0;142,7331887201735;FvFm
Pve_F_15;Pve;100,0;94,6635730858469;FvFm
Pve_F_2;Pve;0,1;84,4720496894410;FvFm
Pve_F_3;Pve;1,0;85,0230414746544;FvFm
Pve_F_4;Pve;10,0;56,6513761467890;FvFm
Pve_F_5;Pve;100,0;148,6956521739131;FvFm
Pve_F_6;Pve;0,0;142,1333333333334;FvFm
Pve_F_7;Pve;0,1;64,5418326693227;FvFm
Pve_F_8;Pve;1,0;360,5363984674329;FvFm
Pve_F_9;Pve;10,0;126,6949152542373;FvFm
Spi_A_1;Spi;0,0;90,0608519269777;FvFm
Spi_A_10;Spi;100,0;137,1794871794872;FvFm
Spi_A_11;Spi;0,0;146,4539007092199;FvFm
Spi_A_12;Spi;0,1;77,4611398963731;FvFm
Spi_A_13;Spi;1,0;87,0329670329670;FvFm
Spi_A_14;Spi;10,0;122,4347826086956;FvFm
Spi_A_15;Spi;100,0;110,9375000000000;FvFm
Spi_A_2;Spi;0,1;166,4122137404580;FvFm
Spi_A_3;Spi;1,0;107,8014184397163;FvFm
Spi_A_4;Spi;10,0;215,3846153846154;FvFm
Spi_A_5;Spi;100,0;133,1103678929766;FvFm
Spi_A_6;Spi;0,0;55,1724137931034;FvFm
Spi_A_7;Spi;0,1;54,1666666666667;FvFm
Spi_A_8;Spi;1,0;182,1808510638298;FvFm
Spi_A_9;Spi;10,0;179,7872340425532;FvFm
Spi_B_1;Spi;0,0;84,2105263157895;FvFm
Spi_B_10;Spi;100,0;60,8365019011407;FvFm
Spi_B_11;Spi;0,0;61,1623616236162;FvFm
Spi_B_12;Spi;0,1;412,9032258064516;FvFm
Spi_B_13;Spi;1,0;58,0056179775281;FvFm
Spi_B_14;Spi;10,0;76,7088607594937;FvFm
Spi_B_15;Spi;100,0;108,3229813664596;FvFm
Spi_B_2;Spi;0,1;120,4615384615385;FvFm
Spi_B_3;Spi;1,0;111,5983026874116;FvFm
Spi_B_4;Spi;10,0;161,2676056338028;FvFm
Spi_B_5;Spi;100,0;96,6487935656836;FvFm
Spi_B_6;Spi;0,0;73,6134453781513;FvFm
Spi_B_7;Spi;0,1;185,2017937219731;FvFm
Spi_B_8;Spi;1,0;102,3148148148148;FvFm
Spi_B_9;Spi;10,0;97,1659919028340;FvFm
Spi_C_1;Spi;0,0;107,1240105540897;FvFm
Spi_C_10;Spi;100,0;49,4047619047619;FvFm
Spi_C_11;Spi;0,0;40,8723747980614;FvFm
Spi_C_12;Spi;0,1;107,9102715466352;FvFm
Spi_C_13;Spi;1,0;110,0952380952381;FvFm
Spi_C_14;Spi;10,0;164,3059490084986;FvFm
Spi_C_15;Spi;100,0;119,4605009633911;FvFm
Spi_C_2;Spi;0,1;113,2958801498127;FvFm
Spi_C_3;Spi;1,0;176,4932562620424;FvFm
Spi_C_4;Spi;10,0;121,7755443886097;FvFm
Spi_C_5;Spi;100,0;75,2368064952639;FvFm
Spi_C_6;Spi;0,0;154,4642857142857;FvFm
Spi_C_7;Spi;0,1;104,9056603773585;FvFm
Spi_C_8;Spi;1,0;88,1953867028494;FvFm
Spi_C_9;Spi;10,0;64,8351648351648;FvFm
Spi_D_1;Spi;0,0;73,4604105571847;FvFm
Spi_D_10;Spi;100,0;37,2340425531915;FvFm
Spi_D_11;Spi;0,0;271,3197969543147;FvFm
Spi_D_12;Spi;0,1;65,0957290132548;FvFm
Spi_D_13;Spi;1,0;75,7894736842105;FvFm
Spi_D_14;Spi;10,0;71,6141001855288;FvFm
Spi_D_15;Spi;100,0;130,4687500000000;FvFm
Spi_D_2;Spi;0,1;167,3986486486487;FvFm
Spi_D_3;Spi;1,0;101,3856812933025;FvFm
Spi_D_4;Spi;10,0;95,6923076923077;FvFm
Spi_D_5;Spi;100,0;97,8215767634855;FvFm
Spi_D_6;Spi;0,0;58,4055459272097;FvFm
Spi_D_7;Spi;0,1;85,3582554517134;FvFm
Spi_D_8;Spi;1,0;118,5614849187935;FvFm
Spi_D_9;Spi;10,0;188,6993603411514;FvFm
Spi_E_1;Spi;0,0;157,5485799701046;FvFm
Spi_E_10;Spi;100,0;111,9645494830133;FvFm
Spi_E_11;Spi;0,0;131,6758747697974;FvFm
Spi_E_12;Spi;0,1;73,3884297520661;FvFm
Spi_E_13;Spi;1,0;55,7333333333333;FvFm
Spi_E_14;Spi;10,0;101,1682242990654;FvFm
Spi_E_15;Spi;100,0;113,0505709624796;FvFm
Spi_E_2;Spi;0,1;99,6638655462185;FvFm
Spi_E_3;Spi;1,0;145,1768488745981;FvFm
Spi_E_4;Spi;10,0;98,5232067510549;FvFm
Spi_E_5;Spi;100,0;133,9491916859122;FvFm
Spi_E_6;Spi;0,0;240,5498281786942;FvFm
Spi_E_7;Spi;0,1;126,7461669505963;FvFm
Spi_E_8;Spi;1,0;119,6388261851016;FvFm
Spi_E_9;Spi;10,0;127,8333333333334;FvFm
Spi_F_1;Spi;0,0;230,8316430020284;FvFm
Spi_F_10;Spi;100,0;58,7933247753530;FvFm
Spi_F_11;Spi;0,0;83,5555555555556;FvFm
Spi_F_12;Spi;0,1;94,7115384615385;FvFm
Spi_F_13;Spi;1,0;102,5974025974026;FvFm
Spi_F_14;Spi;10,0;159,4639865996650;FvFm
Spi_F_15;Spi;100,0;59,8958333333333;FvFm
Spi_F_2;Spi;0,1;239,5910780669145;FvFm
Spi_F_3;Spi;1,0;127,4380165289256;FvFm
Spi_F_4;Spi;10,0;87,0716510903427;FvFm
Spi_F_5;Spi;100,0;128,9256198347107;FvFm
Spi_F_6;Spi;0,0;189,3548387096774;FvFm
Spi_F_7;Spi;0,1;100,5093378607810;FvFm
Spi_F_8;Spi;1,0;135,5263157894737;FvFm
Spi_F_9;Spi;10,0;141,1965811965812;FvFm
